universe,signal_ts,trading_day,side,limit_price,e2_limit,stop45,tp1,tp2,filled,cancel_reason,fill_ts,A_pnl,A_e2,A_exits,A_xts,B_pnl,B_e2,B_exits,B_xts,C_pnl,C_e2,C_exits,C_xts,D_pnl,D_e2,D_exits,D_xts
p5,2021-05-20T13:45:00.000Z,2021-05-20,sell,16361.25,16374.75,16388.25,16320.25,16286.75,true,,2021-05-20T14:02:02.000Z,-275.00,0,S:10@16388.75,2021-05-20T14:34:02.000Z,-207.50,1,E2:5@16374.75|S:10@16388.75,2021-05-20T14:34:02.000Z,-207.50,1,E2:5@16374.75|S:10@16388.75,2021-05-20T14:34:02.000Z,-275.00,0,S:10@16388.75,2021-05-20T14:34:02.000Z
p2,2021-05-20T15:00:00.000Z,2021-05-20,buy,16361.5,16336.00,16310.5,16414.25,16417.75,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p4,2021-05-20T17:00:00.000Z,2021-05-20,buy,16403.75,16386.25,16368.75,16425,16427.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p2,2021-05-21T00:45:00.000Z,2021-05-21,buy,16478.25,16467.63,16457,16499,16501.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p4,2021-05-21T01:00:00.000Z,2021-05-21,buy,16460,16448.88,16437.75,16479.25,16498.25,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p3,2021-05-21T05:00:00.000Z,2021-05-21,sell,16482.25,16488.13,16494,16464.5,16464.5,true,,2021-05-21T05:08:51.000Z,122.75,0,T1:4@16464.50|T2:3@16464.50|L:3@16482.75,2021-05-21T07:15:20.000Z,143.31,1,E2:5@16488.13|T1:4@16464.50|T2:3@16464.50|L:3@16485.69,2021-05-21T07:15:20.000Z,116.88,1,E2:5@16488.13|T1:4@16464.50|T2:3@16464.50|S:3@16494.50,2021-05-21T07:15:41.000Z,87.50,0,T1:4@16464.50|T2:3@16464.50|S:3@16494.50,2021-05-21T07:15:41.000Z
p4,2021-05-21T05:00:00.000Z,2021-05-21,buy,16436.5,16426.38,16416.25,16482.75,16526.25,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p2,2021-05-21T05:45:00.000Z,2021-05-21,sell,16508,16527.38,16546.75,16459.5,16453.25,false,order_ttl_expired,,,,,,,,,,,,,,,,,
p3,2021-05-21T05:45:00.000Z,2021-05-21,buy,16402.5,16384.88,16367.25,16467,16467,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p3,2021-05-21T06:30:00.000Z,2021-05-21,buy,16453.75,16446.75,16439.75,16469.5,16470,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p5,2021-05-21T07:45:00.000Z,2021-05-21,sell,16510.75,16522.13,16533.5,16486.75,16486,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p2,2021-05-21T08:15:00.000Z,2021-05-21,buy,16448.5,16438.50,16428.5,16473.25,16488,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p5,2021-05-21T10:45:00.000Z,2021-05-21,buy,16442.75,16427.63,16412.5,16491,16494.25,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p2,2021-05-21T11:15:00.000Z,2021-05-21,sell,16503.75,16510.75,16517.75,16482.75,16481.5,true,,2021-05-21T11:39:37.000Z,149.25,0,T1:4@16482.75|T2:3@16481.50|L:3@16504.25,2021-05-21T13:04:50.000Z,86.00,0,T1:2@16482.75|T2:2@16481.50|L:1@16504.25,2021-05-21T13:04:50.000Z,72.00,0,T1:2@16482.75|T2:2@16481.50|S:1@16518.25,2021-05-21T13:28:55.000Z,107.25,0,T1:4@16482.75|T2:3@16481.50|S:3@16518.25,2021-05-21T13:28:55.000Z
real,2021-05-21T11:30:00.000Z,2021-05-21,buy,16474.75,16467.38,16460,16479,16493.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p2,2021-05-21T11:45:00.000Z,2021-05-21,buy,16487.75,16481.00,16474.25,16508.5,16508.5,true,,2021-05-21T12:09:25.000Z,-140.00,0,S:10@16473.75,2021-05-21T12:51:49.000Z,-106.25,1,E2:5@16481.00|S:10@16473.75,2021-05-21T12:51:49.000Z,-106.25,1,E2:5@16481.00|S:10@16473.75,2021-05-21T12:51:49.000Z,-140.00,0,S:10@16473.75,2021-05-21T12:51:49.000Z
p2,2021-05-21T12:45:00.000Z,2021-05-21,sell,16525,16539.00,16553,16473.25,16354,true,,2021-05-21T13:30:07.000Z,1197.75,0,T1:4@16473.25|T2:3@16354.00|F:3@16365.75,2021-05-21T20:00:00.000Z,604.75,0,T1:2@16473.25|T2:2@16354.00|F:1@16365.75,2021-05-21T20:00:00.000Z,604.75,0,T1:2@16473.25|T2:2@16354.00|F:1@16365.75,2021-05-21T20:00:00.000Z,1197.75,0,T1:4@16473.25|T2:3@16354.00|F:3@16365.75,2021-05-21T20:00:00.000Z
real,2021-05-21T13:45:00.000Z,2021-05-21,sell,16493,16511.88,16530.75,16456.5,16454.75,true,,2021-05-21T13:57:34.000Z,642.50,0,T1:4@16456.50|T2:3@16454.75|F:3@16365.75,2021-05-21T20:00:00.000Z,276.75,0,T1:2@16456.50|T2:2@16454.75|F:1@16365.75,2021-05-21T20:00:00.000Z,276.75,0,T1:2@16456.50|T2:2@16454.75|F:1@16365.75,2021-05-21T20:00:00.000Z,642.50,0,T1:4@16456.50|T2:3@16454.75|F:3@16365.75,2021-05-21T20:00:00.000Z
p2,2021-05-21T13:45:00.000Z,2021-05-21,buy,16393.25,16375.00,16356.75,16424.25,16458.25,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
real,2021-05-21T14:15:00.000Z,2021-05-21,sell,16488.25,16498.75,16509.25,16446.5,16435.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p4,2021-05-21T15:00:00.000Z,2021-05-21,buy,16410,16395.50,16381,16431,16432,true,,2021-05-21T15:04:07.000Z,148.50,0,T1:4@16431.00|T2:3@16432.00|L:3@16409.50,2021-05-21T15:27:30.000Z,85.50,0,T1:2@16431.00|T2:2@16432.00|L:1@16409.50,2021-05-21T15:27:30.000Z,56.50,0,T1:2@16431.00|T2:2@16432.00|S:1@16380.50,2021-05-21T15:55:24.000Z,61.50,0,T1:4@16431.00|T2:3@16432.00|S:3@16380.50,2021-05-21T15:55:24.000Z
real,2021-05-21T17:45:00.000Z,2021-05-21,buy,16386.75,16368.38,16350,16409.5,16431.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p4,2021-05-21T19:45:00.000Z,2021-05-21,buy,16362,16352.00,16342,16379.75,16380.25,true,,2021-05-21T19:48:01.000Z,68.00,0,T1:4@16379.75|L:6@16361.50,2021-05-21T19:50:00.000Z,34.00,0,T1:2@16379.75|L:3@16361.50,2021-05-21T19:50:00.000Z,74.75,0,T1:2@16379.75|T2:2@16380.25|F:1@16364.75,2021-05-21T20:00:00.000Z,134.00,0,T1:4@16379.75|T2:3@16380.25|F:3@16364.75,2021-05-21T20:00:00.000Z
p2,2021-05-21T20:00:00.000Z,2021-05-21,sell,16439.5,16465.13,16490.75,16413.75,16350.5,false,post_cutoff_emission,,,,,,,,,,,,,,,,,
real,2021-05-23T22:15:00.000Z,2021-05-24,sell,16387.75,16405.63,16423.5,16352,16313,true,,2021-05-24T01:02:36.000Z,140.00,0,T1:4@16352.00|L:6@16388.25,2021-05-24T06:13:36.000Z,70.00,0,T1:2@16352.00|L:3@16388.25,2021-05-24T06:13:36.000Z,-37.25,0,T1:2@16352.00|S:3@16424.00,2021-05-24T07:27:02.000Z,-74.50,0,T1:4@16352.00|S:6@16424.00,2021-05-24T07:27:02.000Z
p5,2021-05-24T06:00:00.000Z,2021-05-24,buy,16337.5,16322.63,16307.75,16395.75,16396.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p3,2021-05-24T06:30:00.000Z,2021-05-24,sell,16398,16407.63,16417.25,16386,16356.25,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p4,2021-05-24T06:30:00.000Z,2021-05-24,sell,16403.5,16410.00,16416.5,16360,16354.75,true,,2021-05-24T07:18:27.000Z,-135.00,0,S:10@16417.00,2021-05-24T07:19:17.000Z,-102.50,1,E2:5@16410.00|S:10@16417.00,2021-05-24T07:19:17.000Z,-102.50,1,E2:5@16410.00|S:10@16417.00,2021-05-24T07:19:17.000Z,-135.00,0,S:10@16417.00,2021-05-24T07:19:17.000Z
real,2021-05-24T07:30:00.000Z,2021-05-24,buy,16355.5,16331.88,16308.25,16424.25,16431.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p2,2021-05-24T07:45:00.000Z,2021-05-24,sell,16471.5,16483.63,16495.75,16469,16432.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p1,2021-05-24T08:00:00.000Z,2021-05-24,buy,16414.25,16404.00,16393.75,16444.5,16445,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p1,2021-05-24T09:00:00.000Z,2021-05-24,sell,16457.5,16475.50,16493.5,16411,16407.5,true,,2021-05-24T12:01:49.000Z,-365.00,0,S:10@16494.00,2021-05-24T13:33:11.000Z,-275.00,1,E2:5@16475.50|S:10@16494.00,2021-05-24T13:33:11.000Z,-275.00,1,E2:5@16475.50|S:10@16494.00,2021-05-24T13:33:11.000Z,-365.00,0,S:10@16494.00,2021-05-24T13:33:11.000Z
p5,2021-05-24T10:00:00.000Z,2021-05-24,sell,16492.25,16509.75,16527.25,16447.75,16447,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p4,2021-05-24T11:15:00.000Z,2021-05-24,buy,16420.75,16411.38,16402,16445.5,16447,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p3,2021-05-24T12:30:00.000Z,2021-05-24,sell,16485,16497.00,16509,16457.25,16448,true,,2021-05-24T13:32:12.000Z,-245.00,0,S:10@16509.50,2021-05-24T13:37:59.000Z,-185.00,1,E2:5@16497.00|S:10@16509.50,2021-05-24T13:37:59.000Z,-185.00,1,E2:5@16497.00|S:10@16509.50,2021-05-24T13:37:59.000Z,-245.00,0,S:10@16509.50,2021-05-24T13:37:59.000Z
p1,2021-05-24T13:45:00.000Z,2021-05-24,buy,16442.5,16419.63,16396.75,16559,16580,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p1,2021-05-24T14:00:00.000Z,2021-05-24,sell,16562.5,16583.13,16603.75,16547.25,16514.75,true,,2021-05-24T14:13:00.000Z,-417.50,0,S:10@16604.25,2021-05-24T14:40:16.000Z,-314.38,1,E2:5@16583.13|S:10@16604.25,2021-05-24T14:40:16.000Z,-314.38,1,E2:5@16583.13|S:10@16604.25,2021-05-24T14:40:16.000Z,-417.50,0,S:10@16604.25,2021-05-24T14:40:16.000Z
p4,2021-05-24T15:15:00.000Z,2021-05-24,buy,16589,16576.75,16564.5,16605.25,16605.75,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p2,2021-05-24T16:00:00.000Z,2021-05-24,sell,16630.25,16646.50,16662.75,16597.5,16589,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p2,2021-05-24T17:00:00.000Z,2021-05-24,sell,16627.75,16640.63,16653.5,16577.5,16568.75,true,,2021-05-24T18:24:26.000Z,335.00,0,F:10@16594.25,2021-05-24T20:00:00.000Z,399.38,1,E2:5@16640.63|F:10@16594.25,2021-05-24T20:00:00.000Z,399.38,1,E2:5@16640.63|F:10@16594.25,2021-05-24T20:00:00.000Z,335.00,0,F:10@16594.25,2021-05-24T20:00:00.000Z
p3,2021-05-24T19:45:00.000Z,2021-05-24,buy,16590.75,16581.25,16571.75,16616.25,16624.5,true,,2021-05-24T19:59:02.000Z,25.00,0,F:10@16593.25,2021-05-24T20:00:00.000Z,12.50,0,F:5@16593.25,2021-05-24T20:00:00.000Z,12.50,0,F:5@16593.25,2021-05-24T20:00:00.000Z,25.00,0,F:10@16593.25,2021-05-24T20:00:00.000Z
p1,2021-05-24T23:45:00.000Z,2021-05-25,buy,16604.5,16593.38,16582.25,16618.5,16664.5,true,,2021-05-25T00:00:20.000Z,53.00,0,T1:4@16618.50|L:6@16604.00,2021-05-25T01:21:00.000Z,273.44,1,E2:5@16593.38|T1:4@16618.50|T2:3@16664.50|L:3@16598.44,2021-05-25T14:33:10.000Z,223.38,1,E2:5@16593.38|T1:4@16618.50|T2:3@16664.50|S:3@16581.75,2021-05-25T15:28:25.000Z,167.75,0,T1:4@16618.50|T2:3@16664.50|S:3@16581.75,2021-05-25T15:28:25.000Z
p1,2021-05-25T00:45:00.000Z,2021-05-25,buy,16600.25,16586.13,16572,16628.5,16629.25,true,,2021-05-25T01:21:01.000Z,198.50,0,T1:4@16628.50|T2:3@16629.25|L:3@16599.75,2021-05-25T14:33:10.000Z,114.00,0,T1:2@16628.50|T2:2@16629.25|L:1@16599.75,2021-05-25T14:33:10.000Z,85.75,0,T1:2@16628.50|T2:2@16629.25|S:1@16571.50,2021-05-25T15:33:51.000Z,113.75,0,T1:4@16628.50|T2:3@16629.25|S:3@16571.50,2021-05-25T15:33:51.000Z
real,2021-05-25T01:15:00.000Z,2021-05-25,buy,16602.75,16593.25,16583.75,16630,16635.75,true,,2021-05-25T01:21:00.000Z,206.50,0,T1:4@16630.00|T2:3@16635.75|L:3@16602.25,2021-05-25T14:02:02.000Z,120.00,0,T1:2@16630.00|T2:2@16635.75|L:1@16602.25,2021-05-25T14:02:02.000Z,101.00,0,T1:2@16630.00|T2:2@16635.75|S:1@16583.25,2021-05-25T15:27:06.000Z,149.50,0,T1:4@16630.00|T2:3@16635.75|S:3@16583.25,2021-05-25T15:27:06.000Z
p2,2021-05-25T06:00:00.000Z,2021-05-25,sell,16685.75,16697.88,16710,16642.5,16626.5,true,,2021-05-25T06:40:27.000Z,170.00,0,T1:4@16642.50|L:6@16686.25,2021-05-25T13:32:25.000Z,85.00,0,T1:2@16642.50|L:3@16686.25,2021-05-25T13:32:25.000Z,277.75,0,T1:2@16642.50|T2:2@16626.50|F:1@16613.00,2021-05-25T20:00:00.000Z,569.00,0,T1:4@16642.50|T2:3@16626.50|F:3@16613.00,2021-05-25T20:00:00.000Z
p5,2021-05-25T06:30:00.000Z,2021-05-25,buy,16658.25,16653.13,16648,16671.75,16671.75,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p3,2021-05-25T06:45:00.000Z,2021-05-25,buy,16662,16653.88,16645.75,16693.5,16693.5,true,,2021-05-25T08:05:04.000Z,-167.50,0,S:10@16645.25,2021-05-25T10:33:24.000Z,-126.88,1,E2:5@16653.88|S:10@16645.25,2021-05-25T10:33:24.000Z,-126.88,1,E2:5@16653.88|S:10@16645.25,2021-05-25T10:33:24.000Z,-167.50,0,S:10@16645.25,2021-05-25T10:33:24.000Z
p5,2021-05-25T07:00:00.000Z,2021-05-25,sell,16709,16722.88,16736.75,16665,16660.75,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p5,2021-05-25T08:15:00.000Z,2021-05-25,buy,16606.75,16585.38,16564,16667,16668,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p1,2021-05-25T08:30:00.000Z,2021-05-25,sell,16680,16685.38,16690.75,16660,16660,true,,2021-05-25T10:06:01.000Z,138.50,0,T1:4@16660.00|T2:3@16660.00|L:3@16680.50,2021-05-25T13:32:12.000Z,79.50,0,T1:2@16660.00|T2:2@16660.00|L:1@16680.50,2021-05-25T13:32:12.000Z,147.00,0,T1:2@16660.00|T2:2@16660.00|F:1@16613.00,2021-05-25T20:00:00.000Z,341.00,0,T1:4@16660.00|T2:3@16660.00|F:3@16613.00,2021-05-25T20:00:00.000Z
p5,2021-05-25T08:45:00.000Z,2021-05-25,sell,16666,16672.75,16679.5,16657.25,16656.75,true,,2021-05-25T08:53:18.000Z,-140.00,0,S:10@16680.00,2021-05-25T10:06:01.000Z,-106.25,1,E2:5@16672.75|S:10@16680.00,2021-05-25T10:06:01.000Z,-106.25,1,E2:5@16672.75|S:10@16680.00,2021-05-25T10:06:01.000Z,-140.00,0,S:10@16680.00,2021-05-25T10:06:01.000Z
p5,2021-05-25T09:15:00.000Z,2021-05-25,sell,16706.75,16723.13,16739.5,16655.25,16628.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p3,2021-05-25T11:15:00.000Z,2021-05-25,sell,16669.75,16680.63,16691.5,16647.75,16646.25,true,,2021-05-25T11:46:09.000Z,328.75,0,T1:4@16647.75|T2:3@16646.25|F:3@16613.00,2021-05-25T20:00:00.000Z,383.13,1,E2:5@16680.63|T1:4@16647.75|T2:3@16646.25|F:3@16613.00,2021-05-25T20:00:00.000Z,383.13,1,E2:5@16680.63|T1:4@16647.75|T2:3@16646.25|F:3@16613.00,2021-05-25T20:00:00.000Z,328.75,0,T1:4@16647.75|T2:3@16646.25|F:3@16613.00,2021-05-25T20:00:00.000Z
p4,2021-05-25T12:45:00.000Z,2021-05-25,buy,16623,16607.63,16592.25,16672,16676.25,true,,2021-05-25T13:51:27.000Z,-312.50,0,S:10@16591.75,2021-05-25T15:16:13.000Z,-235.63,1,E2:5@16607.63|S:10@16591.75,2021-05-25T15:16:13.000Z,-235.63,1,E2:5@16607.63|S:10@16591.75,2021-05-25T15:16:13.000Z,-312.50,0,S:10@16591.75,2021-05-25T15:16:13.000Z
p5,2021-05-25T12:45:00.000Z,2021-05-25,sell,16750,16774.00,16798,16664.5,16663,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
real,2021-05-25T14:00:00.000Z,2021-05-25,sell,16662.25,16680.88,16699.5,16607.5,16606.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
real,2021-05-25T15:15:00.000Z,2021-05-25,sell,16631.5,16639.38,16647.25,16602.25,16599.75,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p3,2021-05-25T18:30:00.000Z,2021-05-25,buy,16564.75,16549.75,16534.75,16598.75,16603.75,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p4,2021-05-25T19:15:00.000Z,2021-05-25,buy,16552.25,16532.88,16513.5,16585.5,16602,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
real,2021-05-25T20:00:00.000Z,2021-05-25,buy,16588.25,16580.00,16571.75,16615.25,16617.25,false,post_cutoff_emission,,,,,,,,,,,,,,,,,
p3,2021-05-25T20:15:00.000Z,2021-05-25,buy,16568.75,16547.50,16526.25,16607.75,16616.75,false,post_cutoff_emission,,,,,,,,,,,,,,,,,
p2,2021-05-25T22:15:00.000Z,2021-05-26,sell,16683.5,16702.63,16721.75,16609,16593.25,false,order_ttl_expired,,,,,,,,,,,,,,,,,
p1,2021-05-26T02:15:00.000Z,2021-05-26,buy,16658,16654.00,16650,16670.5,16671,true,,2021-05-26T04:02:34.000Z,87.50,0,T1:4@16670.50|T2:3@16671.00|L:3@16657.50,2021-05-26T06:04:50.000Z,50.50,0,T1:2@16670.50|T2:2@16671.00|L:1@16657.50,2021-05-26T06:04:50.000Z,42.50,0,T1:2@16670.50|T2:2@16671.00|S:1@16649.50,2021-05-26T06:04:56.000Z,63.50,0,T1:4@16670.50|T2:3@16671.00|S:3@16649.50,2021-05-26T06:04:56.000Z
p1,2021-05-26T02:45:00.000Z,2021-05-26,buy,16634.75,16622.75,16610.75,16668,16674.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p5,2021-05-26T03:45:00.000Z,2021-05-26,sell,16733.75,16755.00,16776.25,16651,16645.75,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
real,2021-05-26T05:45:00.000Z,2021-05-26,buy,16662.75,16657.63,16652.5,16673,16673.75,true,,2021-05-26T06:01:59.000Z,-107.50,0,S:10@16652.00,2021-05-26T06:04:56.000Z,-81.88,1,E2:5@16657.63|S:10@16652.00,2021-05-26T06:04:56.000Z,-81.88,1,E2:5@16657.63|S:10@16652.00,2021-05-26T06:04:56.000Z,-107.50,0,S:10@16652.00,2021-05-26T06:04:56.000Z
real,2021-05-26T06:15:00.000Z,2021-05-26,sell,16663.25,16671.25,16679.25,16627.75,16621.5,true,,2021-05-26T06:40:38.000Z,-165.00,0,S:10@16679.75,2021-05-26T11:22:51.000Z,-125.00,1,E2:5@16671.25|S:10@16679.75,2021-05-26T11:22:51.000Z,-125.00,1,E2:5@16671.25|S:10@16679.75,2021-05-26T11:22:51.000Z,-165.00,0,S:10@16679.75,2021-05-26T11:22:51.000Z
p1,2021-05-26T06:15:00.000Z,2021-05-26,buy,16629,16621.38,16613.75,16646,16650.25,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p1,2021-05-26T07:15:00.000Z,2021-05-26,buy,16613,16602.00,16591,16649.5,16651.75,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p1,2021-05-26T07:45:00.000Z,2021-05-26,buy,16590.5,16570.13,16549.75,16651.5,16657.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p4,2021-05-26T07:45:00.000Z,2021-05-26,buy,16621.5,16611.88,16602.25,16650.25,16656.75,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p4,2021-05-26T08:15:00.000Z,2021-05-26,buy,16636.75,16626.75,16616.75,16661.5,16676.25,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p4,2021-05-26T10:45:00.000Z,2021-05-26,buy,16622,16609.13,16596.25,16656.25,16659.75,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p3,2021-05-26T11:15:00.000Z,2021-05-26,buy,16619.75,16600.13,16580.5,16662.25,16667.25,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
real,2021-05-26T11:30:00.000Z,2021-05-26,buy,16653.25,16638.13,16623,16684.5,16688.75,true,,2021-05-26T12:57:07.000Z,-307.50,0,S:10@16622.50,2021-05-26T13:50:03.000Z,-231.88,1,E2:5@16638.13|S:10@16622.50,2021-05-26T13:50:03.000Z,-231.88,1,E2:5@16638.13|S:10@16622.50,2021-05-26T13:50:03.000Z,-307.50,0,S:10@16622.50,2021-05-26T13:50:03.000Z
real,2021-05-26T13:45:00.000Z,2021-05-26,sell,16665.75,16677.50,16689.25,16628.5,16627.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
real,2021-05-26T15:15:00.000Z,2021-05-26,buy,16633.25,16620.50,16607.75,16672.5,16673.25,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p2,2021-05-26T19:45:00.000Z,2021-05-26,buy,16642,16633.63,16625.25,16672,16676,true,,2021-05-26T19:50:00.000Z,155.00,0,F:10@16657.50,2021-05-26T20:00:00.000Z,77.50,0,F:5@16657.50,2021-05-26T20:00:00.000Z,77.50,0,F:5@16657.50,2021-05-26T20:00:00.000Z,155.00,0,F:10@16657.50,2021-05-26T20:00:00.000Z
real,2021-05-27T01:30:00.000Z,2021-05-27,sell,16662.5,16674.00,16685.5,16623.75,16621.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p5,2021-05-27T01:30:00.000Z,2021-05-27,sell,16675.25,16687.63,16700,16633.25,16631.25,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p2,2021-05-27T05:45:00.000Z,2021-05-27,sell,16634,16638.88,16643.75,16628,16628,true,,2021-05-27T05:45:28.000Z,-102.50,0,S:10@16644.25,2021-05-27T06:06:07.000Z,-78.13,1,E2:5@16638.88|S:10@16644.25,2021-05-27T06:06:07.000Z,-78.13,1,E2:5@16638.88|S:10@16644.25,2021-05-27T06:06:07.000Z,-102.50,0,S:10@16644.25,2021-05-27T06:06:07.000Z
real,2021-05-27T07:00:00.000Z,2021-05-27,sell,16631.25,16639.88,16648.5,16612.25,16599,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p2,2021-05-27T07:00:00.000Z,2021-05-27,buy,16593.25,16586.88,16580.5,16609.25,16612.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p1,2021-05-27T07:30:00.000Z,2021-05-27,buy,16582.5,16573.00,16563.5,16614,16620.75,true,,2021-05-27T07:35:25.000Z,239.25,0,T1:4@16614.00|T2:3@16620.75|L:3@16582.00,2021-05-27T12:30:03.000Z,139.00,0,T1:2@16614.00|T2:2@16620.75|L:1@16582.00,2021-05-27T12:30:03.000Z,165.00,0,T1:2@16614.00|T2:2@16620.75|F:1@16608.00,2021-05-27T20:00:00.000Z,317.25,0,T1:4@16614.00|T2:3@16620.75|F:3@16608.00,2021-05-27T20:00:00.000Z
p2,2021-05-27T08:15:00.000Z,2021-05-27,buy,16573.25,16562.50,16551.75,16623.5,16651,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p3,2021-05-27T08:15:00.000Z,2021-05-27,sell,16641.75,16651.88,16662,16625.25,16604.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p4,2021-05-27T09:15:00.000Z,2021-05-27,buy,16551.25,16535.38,16519.5,16597.5,16598.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p2,2021-05-27T10:45:00.000Z,2021-05-27,sell,16623.5,16635.00,16646.5,16602.5,16599.5,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p3,2021-05-27T11:00:00.000Z,2021-05-27,buy,16570.75,16554.13,16537.5,16606.5,16607.25,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p4,2021-05-27T12:00:00.000Z,2021-05-27,buy,16599.25,16591.13,16583,16625.75,16634.5,true,,2021-05-27T12:18:56.000Z,-167.50,0,S:10@16582.50,2021-05-27T12:30:03.000Z,-126.88,1,E2:5@16591.13|S:10@16582.50,2021-05-27T12:30:03.000Z,-126.88,1,E2:5@16591.13|S:10@16582.50,2021-05-27T12:30:03.000Z,-167.50,0,S:10@16582.50,2021-05-27T12:30:03.000Z
p2,2021-05-27T12:45:00.000Z,2021-05-27,buy,16557.5,16544.88,16532.25,16570.75,16600.25,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p1,2021-05-27T13:45:00.000Z,2021-05-27,buy,16560.25,16537.13,16514,16639.75,16654,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p5,2021-05-27T14:00:00.000Z,2021-05-27,buy,16532,16508.50,16485,16617.75,16644.75,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
real,2021-05-27T14:30:00.000Z,2021-05-27,buy,16608,16590.00,16572,16658.25,16663.25,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p5,2021-05-27T14:45:00.000Z,2021-05-27,buy,16636.25,16619.38,16602.5,16665.75,16678.25,true,,2021-05-27T14:50:43.000Z,115.00,0,T1:4@16665.75|L:6@16635.75,2021-05-27T15:31:06.000Z,57.50,0,T1:2@16665.75|L:3@16635.75,2021-05-27T15:31:06.000Z,-25.75,0,T1:2@16665.75|F:3@16608.00,2021-05-27T20:00:00.000Z,-51.50,0,T1:4@16665.75|F:6@16608.00,2021-05-27T20:00:00.000Z
p4,2021-05-27T16:00:00.000Z,2021-05-27,buy,16629.25,16611.25,16593.25,16665.25,16667.25,false,close_beyond_leg_terminus,,,,,,,,,,,,,,,,,
p1,2021-05-27T18:15:00.000Z,2021-05-27,buy,16549,16530.25,16511.5,16635.25,16635.25,false,cutoff_1600_unfilled,,,,,,,,,,,,,,,,,
