Trade #,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
11463,Entry long,2026-04-03 05:03,B=0|T=20260403T0903,24143,1,482860,265,0.05,330,0.07,-575,-0.12,57375,0.57
11464,Exit long,2026-04-03 07:54,X,24151.5,1,483125,-95,-0.02,0,0.00,-165,-0.03,57280,0.57
11464,Entry long,2026-04-03 07:51,B=1|T=20260403T1151,24156.25,1,483125,-95,-0.02,0,0.00,-165,-0.03,57280,0.57
11465,Exit long,2026-04-03 08:00,X,24164.5,1,483030,260,0.05,295,0.06,-25,-0.01,57540,0.58
11465,Entry long,2026-04-03 07:54,B=0|T=20260403T1154,24151.5,1,483030,260,0.05,295,0.06,-25,-0.01,57540,0.58
11466,Exit long,2026-04-03 08:15,X,24131,1,483290,-670,-0.14,310,0.06,-690,-0.14,56870,0.57
11466,Entry long,2026-04-03 08:00,B=1|T=20260403T1200,24164.5,1,483290,-670,-0.14,310,0.06,-690,-0.14,56870,0.57
11467,Exit long,2026-04-03 08:24,X,24161.75,1,482620,615,0.13,820,0.17,-45,-0.01,57485,0.57
11467,Entry long,2026-04-03 08:15,B=0|T=20260403T1215,24131,1,482620,615,0.13,820,0.17,-45,-0.01,57485,0.57
11468,Exit long,2026-04-03 08:33,X,24147,1,483235,-295,-0.06,1670,0.35,-295,-0.06,57190,0.57
11468,Entry long,2026-04-03 08:24,B=1|T=20260403T1224,24161.75,1,483235,-295,-0.06,1670,0.35,-295,-0.06,57190,0.57
11469,Exit long,2026-04-03 08:39,X,24155,1,482940,160,0.03,350,0.07,-375,-0.08,57350,0.57
11469,Entry long,2026-04-03 08:33,B=0|T=20260403T1233,24147,1,482940,160,0.03,350,0.07,-375,-0.08,57350,0.57
11470,Exit long,2026-04-03 08:48,X,24127,1,483100,-560,-0.12,305,0.06,-650,-0.13,56790,0.57
11470,Entry long,2026-04-03 08:39,B=1|T=20260403T1239,24155,1,483100,-560,-0.12,305,0.06,-650,-0.13,56790,0.57
11471,Exit long,2026-04-03 09:03,X,24132,1,482540,100,0.02,155,0.03,-420,-0.09,56890,0.57
11471,Entry long,2026-04-03 08:48,B=0|T=20260403T1248,24127,1,482540,100,0.02,155,0.03,-420,-0.09,56890,0.57
11472,Exit long,2026-04-03 09:09,X,24114.25,1,482640,-355,-0.07,105,0.02,-380,-0.08,56535,0.57
11472,Entry long,2026-04-03 09:03,B=1|T=20260403T1303,24132,1,482640,-355,-0.07,105,0.02,-380,-0.08,56535,0.57
11473,Exit long,2026-04-03 09:12,X,24129.75,1,482285,310,0.06,440,0.09,-10,0.00,56845,0.57
11473,Entry long,2026-04-03 09:09,B=0|T=20260403T1309,24114.25,1,482285,310,0.06,440,0.09,-10,0.00,56845,0.57
11474,Exit long,2026-04-05 18:00,X,24045,1,482595,-1695,-0.35,0,0.00,-1995,-0.41,55150,0.55
11474,Entry long,2026-04-03 09:12,B=1|T=20260403T1312,24129.75,1,482595,-1695,-0.35,0,0.00,-1995,-0.41,55150,0.55
11475,Exit long,2026-04-05 18:54,X,24085.25,1,480900,805,0.17,890,0.19,-1270,-0.26,55955,0.56
11475,Entry long,2026-04-05 18:00,B=0|T=20260405T2200,24045,1,480900,805,0.17,890,0.19,-1270,-0.26,55955,0.56
11476,Exit long,2026-04-05 19:00,X,24066.25,1,481705,-380,-0.08,235,0.05,-640,-0.13,55575,0.56
11476,Entry long,2026-04-05 18:54,B=1|T=20260405T2254,24085.25,1,481705,-380,-0.08,235,0.05,-640,-0.13,55575,0.56
11477,Exit long,2026-04-05 19:03,X,24071,1,481325,95,0.02,240,0.05,-505,-0.10,55670,0.56
11477,Entry long,2026-04-05 19:00,B=0|T=20260405T2300,24066.25,1,481325,95,0.02,240,0.05,-505,-0.10,55670,0.56
11478,Exit long,2026-04-05 19:06,X,24065.5,1,481420,-110,-0.02,470,0.10,-175,-0.04,55560,0.56
11478,Entry long,2026-04-05 19:03,B=1|T=20260405T2303,24071,1,481420,-110,-0.02,470,0.10,-175,-0.04,55560,0.56
11479,Exit long,2026-04-05 19:12,X,24069.25,1,481310,75,0.02,160,0.03,-415,-0.09,55635,0.56
11479,Entry long,2026-04-05 19:06,B=0|T=20260405T2306,24065.5,1,481310,75,0.02,160,0.03,-415,-0.09,55635,0.56
11480,Exit long,2026-04-05 21:51,X,24196,1,481385,2535,0.53,3415,0.71,-275,-0.06,58170,0.58
11480,Entry long,2026-04-05 19:12,B=1|T=20260405T2312,24069.25,1,481385,2535,0.53,3415,0.71,-275,-0.06,58170,0.58
11481,Exit long,2026-04-05 22:09,X,24263.75,1,483920,1355,0.28,1575,0.33,-245,-0.05,59525,0.60
11481,Entry long,2026-04-05 21:51,B=0|T=20260406T0151,24196,1,483920,1355,0.28,1575,0.33,-245,-0.05,59525,0.60
11482,Exit long,2026-04-05 22:39,X,24261,1,485275,-55,-0.01,1260,0.26,-215,-0.04,59470,0.59
11482,Entry long,2026-04-05 22:09,B=1|T=20260406T0209,24263.75,1,485275,-55,-0.01,1260,0.26,-215,-0.04,59470,0.59
11483,Exit long,2026-04-06 01:03,X,24257.25,1,485220,-75,-0.02,160,0.03,-2810,-0.58,59395,0.59
11483,Entry long,2026-04-05 22:39,B=0|T=20260406T0239,24261,1,485220,-75,-0.02,160,0.03,-2810,-0.58,59395,0.59
11484,Exit long,2026-04-06 01:30,X,24238.75,1,485145,-370,-0.08,215,0.04,-440,-0.09,59025,0.59
11484,Entry long,2026-04-06 01:03,B=1|T=20260406T0503,24257.25,1,485145,-370,-0.08,215,0.04,-440,-0.09,59025,0.59
11485,Exit long,2026-04-06 02:06,X,24246.75,1,484775,160,0.03,255,0.05,-535,-0.11,59185,0.59
11485,Entry long,2026-04-06 01:30,B=0|T=20260406T0530,24238.75,1,484775,160,0.03,255,0.05,-535,-0.11,59185,0.59
11486,Exit long,2026-04-06 02:33,X,24225.75,1,484935,-420,-0.09,610,0.13,-620,-0.13,58765,0.59
11486,Entry long,2026-04-06 02:06,B=1|T=20260406T0606,24246.75,1,484935,-420,-0.09,610,0.13,-620,-0.13,58765,0.59
11487,Exit long,2026-04-06 02:36,X,24225.5,1,484515,-5,0.00,65,0.01,-110,-0.02,58760,0.59
11487,Entry long,2026-04-06 02:33,B=0|T=20260406T0633,24225.75,1,484515,-5,0.00,65,0.01,-110,-0.02,58760,0.59
11488,Exit long,2026-04-06 03:09,X,24209.25,1,484510,-325,-0.07,1305,0.27,-365,-0.08,58435,0.58
11488,Entry long,2026-04-06 02:36,B=1|T=20260406T0636,24225.5,1,484510,-325,-0.07,1305,0.27,-365,-0.08,58435,0.58
11489,Exit long,2026-04-06 03:12,X,24226.25,1,484185,340,0.07,340,0.07,-20,0.00,58775,0.59
11489,Entry long,2026-04-06 03:09,B=0|T=20260406T0709,24209.25,1,484185,340,0.07,340,0.07,-20,0.00,58775,0.59
11490,Exit long,2026-04-06 05:48,X,24365.5,1,484525,2785,0.57,3440,0.71,-20,0.00,61560,0.62
11490,Entry long,2026-04-06 03:12,B=1|T=20260406T0712,24226.25,1,484525,2785,0.57,3440,0.71,-20,0.00,61560,0.62
11491,Exit long,2026-04-06 08:27,X,24310,1,487310,-1110,-0.23,110,0.02,-2060,-0.42,60450,0.60
11491,Entry long,2026-04-06 05:48,B=0|T=20260406T0948,24365.5,1,487310,-1110,-0.23,110,0.02,-2060,-0.42,60450,0.60
11492,Exit long,2026-04-06 08:30,X,24305.25,1,486200,-95,-0.02,15,0.00,-200,-0.04,60355,0.60
11492,Entry long,2026-04-06 08:27,B=1|T=20260406T1227,24310,1,486200,-95,-0.02,15,0.00,-200,-0.04,60355,0.60
11493,Exit long,2026-04-06 08:33,X,24325,1,486105,395,0.08,480,0.10,0,0.00,60750,0.61
11493,Entry long,2026-04-06 08:30,B=0|T=20260406T1230,24305.25,1,486105,395,0.08,480,0.10,0,0.00,60750,0.61
11494,Exit long,2026-04-06 09:00,X,24290.25,1,486500,-695,-0.14,260,0.05,-735,-0.15,60055,0.60
11494,Entry long,2026-04-06 08:33,B=1|T=20260406T1233,24325,1,486500,-695,-0.14,260,0.05,-735,-0.15,60055,0.60
11495,Exit long,2026-04-06 09:06,X,24288.5,1,485805,-35,-0.01,165,0.03,-365,-0.08,60020,0.60
11495,Entry long,2026-04-06 09:00,B=0|T=20260406T1300,24290.25,1,485805,-35,-0.01,165,0.03,-365,-0.08,60020,0.60
11496,Exit long,2026-04-06 09:18,X,24281.25,1,485770,-145,-0.03,510,0.10,-180,-0.04,59875,0.60
11496,Entry long,2026-04-06 09:06,B=1|T=20260406T1306,24288.5,1,485770,-145,-0.03,510,0.10,-180,-0.04,59875,0.60
11497,Exit long,2026-04-06 09:30,X,24316.5,1,485625,705,0.15,1535,0.32,-480,-0.10,60580,0.61
11497,Entry long,2026-04-06 09:18,B=0|T=20260406T1318,24281.25,1,485625,705,0.15,1535,0.32,-480,-0.10,60580,0.61
11498,Exit long,2026-04-06 09:36,X,24279.75,1,486330,-735,-0.15,1145,0.24,-1415,-0.29,59845,0.60
11498,Entry long,2026-04-06 09:30,B=1|T=20260406T1330,24316.5,1,486330,-735,-0.15,1145,0.24,-1415,-0.29,59845,0.60
11499,Exit long,2026-04-06 09:39,X,24312.75,1,485595,660,0.14,790,0.16,-315,-0.06,60505,0.61
11499,Entry long,2026-04-06 09:36,B=0|T=20260406T1336,24279.75,1,485595,660,0.14,790,0.16,-315,-0.06,60505,0.61
11500,Exit long,2026-04-06 10:03,X,24283,1,486255,-595,-0.12,2790,0.57,-650,-0.13,59910,0.60
11500,Entry long,2026-04-06 09:39,B=1|T=20260406T1339,24312.75,1,486255,-595,-0.12,2790,0.57,-650,-0.13,59910,0.60
11501,Exit long,2026-04-06 10:09,X,24328.75,1,485660,915,0.19,1065,0.22,-230,-0.05,60825,0.61
11501,Entry long,2026-04-06 10:03,B=0|T=20260406T1403,24283,1,485660,915,0.19,1065,0.22,-230,-0.05,60825,0.61
11502,Exit long,2026-04-06 10:36,X,24298.75,1,486575,-600,-0.12,1250,0.26,-645,-0.13,60225,0.60
11502,Entry long,2026-04-06 10:09,B=1|T=20260406T1409,24328.75,1,486575,-600,-0.12,1250,0.26,-645,-0.13,60225,0.60
11503,Exit long,2026-04-06 12:36,X,24333.5,1,485975,695,0.14,985,0.20,-930,-0.19,60920,0.61
11503,Entry long,2026-04-06 10:36,B=0|T=20260406T1436,24298.75,1,485975,695,0.14,985,0.20,-930,-0.19,60920,0.61
11504,Exit long,2026-04-06 12:54,X,24307,1,486670,-530,-0.11,210,0.04,-605,-0.12,60390,0.60
11504,Entry long,2026-04-06 12:36,B=1|T=20260406T1636,24333.5,1,486670,-530,-0.11,210,0.04,-605,-0.12,60390,0.60
11505,Exit long,2026-04-06 13:27,X,24305.75,1,486140,-25,-0.01,150,0.03,-2085,-0.43,60365,0.60
11505,Entry long,2026-04-06 12:54,B=0|T=20260406T1654,24307,1,486140,-25,-0.01,150,0.03,-2085,-0.43,60365,0.60
11506,Exit long,2026-04-06 13:45,X,24274.5,1,486115,-625,-0.13,570,0.12,-715,-0.15,59740,0.60
11506,Entry long,2026-04-06 13:27,B=1|T=20260406T1727,24305.75,1,486115,-625,-0.13,570,0.12,-715,-0.15,59740,0.60
11507,Exit long,2026-04-06 13:54,X,24274.75,1,485490,5,0.00,250,0.05,-205,-0.04,59745,0.60
11507,Entry long,2026-04-06 13:45,B=0|T=20260406T1745,24274.5,1,485490,5,0.00,250,0.05,-205,-0.04,59745,0.60
11508,Exit long,2026-04-06 13:57,X,24263.5,1,485495,-225,-0.05,110,0.02,-265,-0.05,59520,0.60
11508,Entry long,2026-04-06 13:54,B=1|T=20260406T1754,24274.75,1,485495,-225,-0.05,110,0.02,-265,-0.05,59520,0.60
11509,Exit long,2026-04-06 14:09,X,24309.5,1,485270,920,0.19,1265,0.26,-360,-0.07,60440,0.60
11509,Entry long,2026-04-06 13:57,B=0|T=20260406T1757,24263.5,1,485270,920,0.19,1265,0.26,-360,-0.07,60440,0.60
11510,Exit long,2026-04-06 16:39,X,24348,1,486190,770,0.16,1335,0.27,-295,-0.06,61210,0.61
11510,Entry long,2026-04-06 14:09,B=1|T=20260406T1809,24309.5,1,486190,770,0.16,1335,0.27,-295,-0.06,61210,0.61
11511,Exit long,2026-04-06 18:00,X,24360,1,486960,240,0.05,325,0.07,-215,-0.04,61450,0.61
11511,Entry long,2026-04-06 16:39,B=0|T=20260406T2039,24348,1,486960,240,0.05,325,0.07,-215,-0.04,61450,0.61
11512,Exit long,2026-04-06 18:18,X,24364.5,1,487200,90,0.02,480,0.10,-20,0.00,61540,0.62
11512,Entry long,2026-04-06 18:00,B=1|T=20260406T2200,24360,1,487200,90,0.02,480,0.10,-20,0.00,61540,0.62
11513,Exit long,2026-04-06 20:12,X,24315.25,1,487290,-985,-0.20,5,0.00,-1715,-0.35,60555,0.61
11513,Entry long,2026-04-06 18:18,B=0|T=20260406T2218,24364.5,1,487290,-985,-0.20,5,0.00,-1715,-0.35,60555,0.61
11514,Exit long,2026-04-06 20:36,X,24295.5,1,486305,-395,-0.08,865,0.18,-470,-0.10,60160,0.60
11514,Entry long,2026-04-06 20:12,B=1|T=20260407T0012,24315.25,1,486305,-395,-0.08,865,0.18,-470,-0.10,60160,0.60
11515,Exit long,2026-04-06 20:39,X,24301.75,1,485910,125,0.03,190,0.04,-100,-0.02,60285,0.60
11515,Entry long,2026-04-06 20:36,B=0|T=20260407T0036,24295.5,1,485910,125,0.03,190,0.04,-100,-0.02,60285,0.60
11516,Exit long,2026-04-06 20:54,X,24302.25,1,486035,10,0.00,415,0.09,-115,-0.02,60295,0.60
11516,Entry long,2026-04-06 20:39,B=1|T=20260407T0039,24301.75,1,486035,10,0.00,415,0.09,-115,-0.02,60295,0.60
11517,Exit long,2026-04-06 20:57,X,24303.5,1,486045,25,0.01,90,0.02,-80,-0.02,60320,0.60
11517,Entry long,2026-04-06 20:54,B=0|T=20260407T0054,24302.25,1,486045,25,0.01,90,0.02,-80,-0.02,60320,0.60
11518,Exit long,2026-04-06 21:00,X,24298,1,486070,-110,-0.02,5,0.00,-470,-0.10,60210,0.60
11518,Entry long,2026-04-06 20:57,B=1|T=20260407T0057,24303.5,1,486070,-110,-0.02,5,0.00,-470,-0.10,60210,0.60
11519,Exit long,2026-04-06 23:12,X,24215,1,485960,-1660,-0.34,250,0.05,-2900,-0.60,58550,0.59
11519,Entry long,2026-04-06 21:00,B=0|T=20260407T0100,24298,1,485960,-1660,-0.34,250,0.05,-2900,-0.60,58550,0.59
11520,Exit long,2026-04-06 23:15,X,24208,1,484300,-140,-0.03,20,0.00,-175,-0.04,58410,0.58
11520,Entry long,2026-04-06 23:12,B=1|T=20260407T0312,24215,1,484300,-140,-0.03,20,0.00,-175,-0.04,58410,0.58
11521,Exit long,2026-04-06 23:21,X,24215.75,1,484160,155,0.03,200,0.04,-305,-0.06,58565,0.59
11521,Entry long,2026-04-06 23:15,B=0|T=20260407T0315,24208,1,484160,155,0.03,200,0.04,-305,-0.06,58565,0.59
11522,Exit long,2026-04-07 01:42,X,24206.75,1,484315,-180,-0.04,965,0.20,-350,-0.07,58385,0.58
11522,Entry long,2026-04-06 23:21,B=1|T=20260407T0321,24215.75,1,484315,-180,-0.04,965,0.20,-350,-0.07,58385,0.58
11523,Exit long,2026-04-07 01:45,X,24212.25,1,484135,110,0.02,200,0.04,-45,-0.01,58495,0.58
11523,Entry long,2026-04-07 01:42,B=0|T=20260407T0542,24206.75,1,484135,110,0.02,200,0.04,-45,-0.01,58495,0.58
11524,Exit long,2026-04-07 02:03,X,24222,1,484245,195,0.04,450,0.09,-85,-0.02,58690,0.59
11524,Entry long,2026-04-07 01:45,B=1|T=20260407T0545,24212.25,1,484245,195,0.04,450,0.09,-85,-0.02,58690,0.59
11525,Exit long,2026-04-07 02:06,X,24237,1,484440,300,0.06,340,0.07,-25,-0.01,58990,0.59
11525,Entry long,2026-04-07 02:03,B=0|T=20260407T0603,24222,1,484440,300,0.06,340,0.07,-25,-0.01,58990,0.59
11526,Exit long,2026-04-07 02:09,X,24222,1,484740,-300,-0.06,30,0.01,-355,-0.07,58690,0.59
11526,Entry long,2026-04-07 02:06,B=1|T=20260407T0606,24237,1,484740,-300,-0.06,30,0.01,-355,-0.07,58690,0.59
11527,Exit long,2026-04-07 02:27,X,24238.5,1,484440,330,0.07,420,0.09,-300,-0.06,59020,0.59
11527,Entry long,2026-04-07 02:09,B=0|T=20260407T0609,24222,1,484440,330,0.07,420,0.09,-300,-0.06,59020,0.59
11528,Exit long,2026-04-07 02:30,X,24232.75,1,484770,-115,-0.02,125,0.03,-155,-0.03,58905,0.59
11528,Entry long,2026-04-07 02:27,B=1|T=20260407T0627,24238.5,1,484770,-115,-0.02,125,0.03,-155,-0.03,58905,0.59
11529,Exit long,2026-04-07 02:36,X,24238.25,1,484655,110,0.02,155,0.03,-265,-0.05,59015,0.59
11529,Entry long,2026-04-07 02:30,B=0|T=20260407T0630,24232.75,1,484655,110,0.02,155,0.03,-265,-0.05,59015,0.59
11530,Exit long,2026-04-07 02:39,X,24233.75,1,484765,-90,-0.02,35,0.01,-140,-0.03,58925,0.59
11530,Entry long,2026-04-07 02:36,B=1|T=20260407T0636,24238.25,1,484765,-90,-0.02,35,0.01,-140,-0.03,58925,0.59
11531,Exit long,2026-04-07 02:57,X,24241.25,1,484675,150,0.03,185,0.04,-220,-0.05,59075,0.59
11531,Entry long,2026-04-07 02:39,B=0|T=20260407T0639,24233.75,1,484675,150,0.03,185,0.04,-220,-0.05,59075,0.59
11532,Exit long,2026-04-07 03:03,X,24230.75,1,484825,-210,-0.04,325,0.07,-265,-0.05,58865,0.59
11532,Entry long,2026-04-07 02:57,B=1|T=20260407T0657,24241.25,1,484825,-210,-0.04,325,0.07,-265,-0.05,58865,0.59
11533,Exit long,2026-04-07 03:12,X,24241.75,1,484615,220,0.05,305,0.06,-165,-0.03,59085,0.59
11533,Entry long,2026-04-07 03:03,B=0|T=20260407T0703,24230.75,1,484615,220,0.05,305,0.06,-165,-0.03,59085,0.59
11534,Exit long,2026-04-07 03:18,X,24228.25,1,484835,-270,-0.06,55,0.01,-345,-0.07,58815,0.59
11534,Entry long,2026-04-07 03:12,B=1|T=20260407T0712,24241.75,1,484835,-270,-0.06,55,0.01,-345,-0.07,58815,0.59
11535,Exit long,2026-04-07 03:42,X,24246.25,1,484565,360,0.07,460,0.09,-380,-0.08,59175,0.59
11535,Entry long,2026-04-07 03:18,B=0|T=20260407T0718,24228.25,1,484565,360,0.07,460,0.09,-380,-0.08,59175,0.59
11536,Exit long,2026-04-07 03:48,X,24237.25,1,484925,-180,-0.04,70,0.01,-245,-0.05,58995,0.59
11536,Entry long,2026-04-07 03:42,B=1|T=20260407T0742,24246.25,1,484925,-180,-0.04,70,0.01,-245,-0.05,58995,0.59
11537,Exit long,2026-04-07 03:57,X,24246.25,1,484745,180,0.04,235,0.05,-265,-0.05,59175,0.59
11537,Entry long,2026-04-07 03:48,B=0|T=20260407T0748,24237.25,1,484745,180,0.04,235,0.05,-265,-0.05,59175,0.59
11538,Exit long,2026-04-07 05:45,X,24379.25,1,484925,2660,0.55,3515,0.72,0,0.00,61835,0.62
11538,Entry long,2026-04-07 03:57,B=1|T=20260407T0757,24246.25,1,484925,2660,0.55,3515,0.72,0,0.00,61835,0.62
11539,Exit long,2026-04-07 05:48,X,24386.5,1,487585,145,0.03,255,0.05,-20,0.00,61980,0.62
11539,Entry long,2026-04-07 05:45,B=0|T=20260407T0945,24379.25,1,487585,145,0.03,255,0.05,-20,0.00,61980,0.62
11540,Exit long,2026-04-07 05:54,X,24388.75,1,487730,45,0.01,190,0.04,-65,-0.01,62025,0.62
11540,Entry long,2026-04-07 05:48,B=1|T=20260407T0948,24386.5,1,487730,45,0.01,190,0.04,-65,-0.01,62025,0.62
11541,Exit long,2026-04-07 08:27,X,24242.5,1,487775,-2925,-0.60,230,0.05,-5115,-1.05,59100,0.59
11541,Entry long,2026-04-07 05:54,B=0|T=20260407T0954,24388.75,1,487775,-2925,-0.60,230,0.05,-5115,-1.05,59100,0.59
11542,Exit long,2026-04-07 08:48,X,24185.5,1,484850,-1140,-0.24,140,0.03,-1260,-0.26,57960,0.58
11542,Entry long,2026-04-07 08:27,B=1|T=20260407T1227,24242.5,1,484850,-1140,-0.24,140,0.03,-1260,-0.26,57960,0.58
11543,Exit long,2026-04-07 08:51,X,24212.25,1,483710,535,0.11,560,0.12,0,0.00,58495,0.58
11543,Entry long,2026-04-07 08:48,B=0|T=20260407T1248,24185.5,1,483710,535,0.11,560,0.12,0,0.00,58495,0.58
11544,Exit long,2026-04-07 09:57,X,24120.25,1,484245,-1840,-0.38,1915,0.40,-1885,-0.39,56655,0.57
11544,Entry long,2026-04-07 08:51,B=1|T=20260407T1251,24212.25,1,484245,-1840,-0.38,1915,0.40,-1885,-0.39,56655,0.57
11545,Exit long,2026-04-07 10:21,X,24121,1,482405,15,0.00,195,0.04,-2525,-0.52,56670,0.57
11545,Entry long,2026-04-07 09:57,B=0|T=20260407T1357,24120.25,1,482405,15,0.00,195,0.04,-2525,-0.52,56670,0.57
11546,Exit long,2026-04-07 10:24,X,24112.5,1,482420,-170,-0.04,220,0.05,-430,-0.09,56500,0.56
11546,Entry long,2026-04-07 10:21,B=1|T=20260407T1421,24121,1,482420,-170,-0.04,220,0.05,-430,-0.09,56500,0.56
11547,Exit long,2026-04-07 10:33,X,24104.75,1,482250,-155,-0.03,640,0.13,-735,-0.15,56345,0.56
11547,Entry long,2026-04-07 10:24,B=0|T=20260407T1424,24112.5,1,482250,-155,-0.03,640,0.13,-735,-0.15,56345,0.56
11548,Exit long,2026-04-07 10:39,X,24086,1,482095,-375,-0.08,285,0.06,-575,-0.12,55970,0.56
11548,Entry long,2026-04-07 10:33,B=1|T=20260407T1433,24104.75,1,482095,-375,-0.08,285,0.06,-575,-0.12,55970,0.56
11549,Exit long,2026-04-07 11:30,X,24072.25,1,481720,-275,-0.06,775,0.16,-2890,-0.60,55695,0.56
11549,Entry long,2026-04-07 10:39,B=0|T=20260407T1439,24086,1,481720,-275,-0.06,775,0.16,-2890,-0.60,55695,0.56
11550,Exit long,2026-04-07 11:36,X,24067.25,1,481445,-100,-0.02,425,0.09,-370,-0.08,55595,0.56
11550,Entry long,2026-04-07 11:30,B=1|T=20260407T1530,24072.25,1,481445,-100,-0.02,425,0.09,-370,-0.08,55595,0.56
11551,Exit long,2026-04-07 11:45,X,24066.75,1,481345,-10,0.00,265,0.06,-505,-0.10,55585,0.56
11551,Entry long,2026-04-07 11:36,B=0|T=20260407T1536,24067.25,1,481345,-10,0.00,265,0.06,-505,-0.10,55585,0.56
11552,Exit long,2026-04-07 14:09,X,24205.25,1,481335,2770,0.58,4660,0.97,-195,-0.04,58355,0.58
11552,Entry long,2026-04-07 11:45,B=1|T=20260407T1545,24066.75,1,481335,2770,0.58,4660,0.97,-195,-0.04,58355,0.58
11553,Exit long,2026-04-07 15:18,X,24258.25,1,484105,1060,0.22,1850,0.38,-2570,-0.53,59415,0.59
11553,Entry long,2026-04-07 14:09,B=0|T=20260407T1809,24205.25,1,484105,1060,0.22,1850,0.38,-2570,-0.53,59415,0.59
11554,Exit long,2026-04-07 15:21,X,24208.5,1,485165,-995,-0.21,100,0.02,-1040,-0.21,58420,0.58
11554,Entry long,2026-04-07 15:18,B=1|T=20260407T1918,24258.25,1,485165,-995,-0.21,100,0.02,-1040,-0.21,58420,0.58
11555,Exit long,2026-04-07 15:54,X,24352.75,1,484170,2885,0.60,2915,0.60,-365,-0.08,61305,0.61
11555,Entry long,2026-04-07 15:21,B=0|T=20260407T1921,24208.5,1,484170,2885,0.60,2915,0.60,-365,-0.08,61305,0.61
11556,Exit long,2026-04-07 16:21,X,24361.75,1,487055,180,0.04,1265,0.26,-415,-0.09,61485,0.61
11556,Entry long,2026-04-07 15:54,B=1|T=20260407T1954,24352.75,1,487055,180,0.04,1265,0.26,-415,-0.09,61485,0.61
11557,Exit long,2026-04-07 16:24,X,24369,1,487235,145,0.03,340,0.07,-30,-0.01,61630,0.62
11557,Entry long,2026-04-07 16:21,B=0|T=20260407T2021,24361.75,1,487235,145,0.03,340,0.07,-30,-0.01,61630,0.62
11558,Exit long,2026-04-07 18:30,X,24445,1,487380,1520,0.31,7460,1.53,-280,-0.06,63150,0.63
11558,Entry long,2026-04-07 16:24,B=1|T=20260407T2024,24369,1,487380,1520,0.31,7460,1.53,-280,-0.06,63150,0.63
11559,Exit long,2026-04-07 18:33,X,24692.5,1,488900,4950,1.01,5485,1.12,0,0.00,68100,0.68
11559,Entry long,2026-04-07 18:30,B=0|T=20260407T2230,24445,1,488900,4950,1.01,5485,1.12,0,0.00,68100,0.68
11560,Exit long,2026-04-07 20:27,X,25042.25,1,493850,6995,1.42,7975,1.61,-150,-0.03,75095,0.75
11560,Entry long,2026-04-07 18:33,B=1|T=20260407T2233,24692.5,1,493850,6995,1.42,7975,1.61,-150,-0.03,75095,0.75
11561,Exit long,2026-04-08 00:03,X,25120.75,1,500845,1570,0.31,1640,0.33,-690,-0.14,76665,0.77
11561,Entry long,2026-04-07 20:27,B=0|T=20260408T0027,25042.25,1,500845,1570,0.31,1640,0.33,-690,-0.14,76665,0.77
11562,Exit long,2026-04-08 00:51,X,25127.75,1,502415,140,0.03,710,0.14,-70,-0.01,76805,0.77
11562,Entry long,2026-04-08 00:03,B=1|T=20260408T0403,25120.75,1,502415,140,0.03,710,0.14,-70,-0.01,76805,0.77
11563,Exit long,2026-04-08 01:21,X,25150.25,1,502555,450,0.09,480,0.10,-175,-0.03,77255,0.77
11563,Entry long,2026-04-08 00:51,B=0|T=20260408T0451,25127.75,1,502555,450,0.09,480,0.10,-175,-0.03,77255,0.77
11564,Exit long,2026-04-08 02:57,X,25171.25,1,503005,420,0.08,1035,0.21,-210,-0.04,77675,0.78
11564,Entry long,2026-04-08 01:21,B=1|T=20260408T0521,25150.25,1,503005,420,0.08,1035,0.21,-210,-0.04,77675,0.78
11565,Exit long,2026-04-08 03:21,X,25187,1,503425,315,0.06,350,0.07,-580,-0.12,77990,0.78
11565,Entry long,2026-04-08 02:57,B=0|T=20260408T0657,25171.25,1,503425,315,0.06,350,0.07,-580,-0.12,77990,0.78
11566,Exit long,2026-04-08 03:27,X,25167.25,1,503740,-395,-0.08,60,0.01,-485,-0.10,77595,0.78
11566,Entry long,2026-04-08 03:21,B=1|T=20260408T0721,25187,1,503740,-395,-0.08,60,0.01,-485,-0.10,77595,0.78
11567,Exit long,2026-04-08 04:18,X,25171.25,1,503345,80,0.02,170,0.03,-660,-0.13,77675,0.78
11567,Entry long,2026-04-08 03:27,B=0|T=20260408T0727,25167.25,1,503345,80,0.02,170,0.03,-660,-0.13,77675,0.78
11568,Exit long,2026-04-08 05:42,X,25188.5,1,503425,345,0.07,1480,0.29,-485,-0.10,78020,0.78
11568,Entry long,2026-04-08 04:18,B=1|T=20260408T0818,25171.25,1,503425,345,0.07,1480,0.29,-485,-0.10,78020,0.78
11569,Exit long,2026-04-08 05:45,X,25199.75,1,503770,225,0.04,295,0.06,-70,-0.01,78245,0.78
11569,Entry long,2026-04-08 05:42,B=0|T=20260408T0942,25188.5,1,503770,225,0.04,295,0.06,-70,-0.01,78245,0.78
11570,Exit long,2026-04-08 06:18,X,25191.75,1,503995,-160,-0.03,405,0.08,-285,-0.06,78085,0.78
11570,Entry long,2026-04-08 05:45,B=1|T=20260408T0945,25199.75,1,503995,-160,-0.03,405,0.08,-285,-0.06,78085,0.78
