Trade #,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net P&L USD,Net P&L %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative P&L USD,Cumulative P&L %
1000,Entry long,2025-09-03 15:30,B=1|T=20250903T1930,23396.75,1,467935,1380,0.29,2705,0.58,-115,-0.02,43290,0.43
1001,Exit long,2025-09-04 02:30,X,23473,1,469315,145,0.03,330,0.07,-80,-0.02,43435,0.43
1001,Entry long,2025-09-04 02:15,B=0|T=20250904T0615,23465.75,1,469315,145,0.03,330,0.07,-80,-0.02,43435,0.43
1002,Exit long,2025-09-04 02:45,X,23454.75,1,469460,-365,-0.08,130,0.03,-405,-0.09,43070,0.43
1002,Entry long,2025-09-04 02:30,B=1|T=20250904T0630,23473,1,469460,-365,-0.08,130,0.03,-405,-0.09,43070,0.43
1003,Exit long,2025-09-04 03:00,X,23486.75,1,469095,640,0.14,670,0.14,-75,-0.02,43710,0.44
1003,Entry long,2025-09-04 02:45,B=0|T=20250904T0645,23454.75,1,469095,640,0.14,670,0.14,-75,-0.02,43710,0.44
1004,Exit long,2025-09-04 08:15,X,23495,1,469735,165,0.04,965,0.21,-255,-0.05,43875,0.44
1004,Entry long,2025-09-04 03:00,B=1|T=20250904T0700,23486.75,1,469735,165,0.04,965,0.21,-255,-0.05,43875,0.44
1005,Exit long,2025-09-04 14:00,X,23596.5,1,469900,2030,0.43,2265,0.48,-1700,-0.36,45905,0.46
1005,Entry long,2025-09-04 08:15,B=0|T=20250904T1215,23495,1,469900,2030,0.43,2265,0.48,-1700,-0.36,45905,0.46
1006,Exit long,2025-09-05 02:45,X,23772,1,471930,3510,0.74,3830,0.81,-50,-0.01,49415,0.49
1006,Entry long,2025-09-04 14:00,B=1|T=20250904T1800,23596.5,1,471930,3510,0.74,3830,0.81,-50,-0.01,49415,0.49
1007,Exit long,2025-09-05 08:30,X,23830,1,475440,1160,0.24,1445,0.30,-930,-0.20,50575,0.51
1007,Entry long,2025-09-05 02:45,B=0|T=20250905T0645,23772,1,475440,1160,0.24,1445,0.30,-930,-0.20,50575,0.51
1008,Exit long,2025-09-05 10:00,X,23756.25,1,476600,-1475,-0.31,1440,0.30,-1505,-0.32,49100,0.49
1008,Entry long,2025-09-05 08:30,B=1|T=20250905T1230,23830,1,476600,-1475,-0.31,1440,0.30,-1505,-0.32,49100,0.49
1009,Exit long,2025-09-07 18:15,X,23697.25,1,475125,-1180,-0.25,145,0.03,-5025,-1.06,47920,0.48
1009,Entry long,2025-09-05 10:00,B=0|T=20250905T1400,23756.25,1,475125,-1180,-0.25,145,0.03,-5025,-1.06,47920,0.48
1010,Exit long,2025-09-08 08:00,X,23746.5,1,473945,985,0.21,1880,0.40,0,0.00,48905,0.49
1010,Entry long,2025-09-07 18:15,B=1|T=20250907T2215,23697.25,1,473945,985,0.21,1880,0.40,0,0.00,48905,0.49
1011,Exit long,2025-09-08 08:15,X,23754,1,474930,150,0.03,190,0.04,-60,-0.01,49055,0.49
1011,Entry long,2025-09-08 08:00,B=0|T=20250908T1200,23746.5,1,474930,150,0.03,190,0.04,-60,-0.01,49055,0.49
1012,Exit long,2025-09-08 12:00,X,23843.5,1,475080,1790,0.38,2680,0.56,-15,0.00,50845,0.51
1012,Entry long,2025-09-08 08:15,B=1|T=20250908T1215,23754,1,475080,1790,0.38,2680,0.56,-15,0.00,50845,0.51
1013,Exit long,2025-09-08 18:00,X,23814.75,1,476870,-575,-0.12,0,0.00,-1670,-0.35,50270,0.50
1013,Entry long,2025-09-08 12:00,B=0|T=20250908T1600,23843.5,1,476870,-575,-0.12,0,0.00,-1670,-0.35,50270,0.50
1014,Exit long,2025-09-08 19:30,X,23805.5,1,476295,-185,-0.04,310,0.07,-210,-0.04,50085,0.50
1014,Entry long,2025-09-08 18:00,B=1|T=20250908T2200,23814.75,1,476295,-185,-0.04,310,0.07,-210,-0.04,50085,0.50
1015,Exit long,2025-09-08 20:00,X,23826.75,1,476110,425,0.09,425,0.09,-60,-0.01,50510,0.51
1015,Entry long,2025-09-08 19:30,B=0|T=20250908T2330,23805.5,1,476110,425,0.09,425,0.09,-60,-0.01,50510,0.51
1016,Exit long,2025-09-08 20:15,X,23814.5,1,476535,-245,-0.05,0,0.00,-315,-0.07,50265,0.50
1016,Entry long,2025-09-08 20:00,B=1|T=20250909T0000,23826.75,1,476535,-245,-0.05,0,0.00,-315,-0.07,50265,0.50
1017,Exit long,2025-09-08 22:00,X,23828.75,1,476290,285,0.06,325,0.07,-475,-0.10,50550,0.51
1017,Entry long,2025-09-08 20:15,B=0|T=20250909T0015,23814.5,1,476290,285,0.06,325,0.07,-475,-0.10,50550,0.51
1018,Exit long,2025-09-08 22:45,X,23827.75,1,476575,-20,0.00,390,0.08,-75,-0.02,50530,0.51
1018,Entry long,2025-09-08 22:00,B=1|T=20250909T0200,23828.75,1,476575,-20,0.00,390,0.08,-75,-0.02,50530,0.51
1019,Exit long,2025-09-08 23:15,X,23836.5,1,476555,175,0.04,215,0.05,-30,-0.01,50705,0.51
1019,Entry long,2025-09-08 22:45,B=0|T=20250909T0245,23827.75,1,476555,175,0.04,215,0.05,-30,-0.01,50705,0.51
1020,Exit long,2025-09-09 00:00,X,23836.25,1,476730,-5,0.00,115,0.02,-75,-0.02,50700,0.51
1020,Entry long,2025-09-08 23:15,B=1|T=20250909T0315,23836.5,1,476730,-5,0.00,115,0.02,-75,-0.02,50700,0.51
1021,Exit long,2025-09-09 00:45,X,23838,1,476725,35,0.01,85,0.02,-115,-0.02,50735,0.51
1021,Entry long,2025-09-09 00:00,B=0|T=20250909T0400,23836.25,1,476725,35,0.01,85,0.02,-115,-0.02,50735,0.51
1022,Exit long,2025-09-09 01:15,X,23818.5,1,476760,-390,-0.08,0,0.00,-465,-0.10,50345,0.50
1022,Entry long,2025-09-09 00:45,B=1|T=20250909T0445,23838,1,476760,-390,-0.08,0,0.00,-465,-0.10,50345,0.50
1023,Exit long,2025-09-09 01:30,X,23825.5,1,476370,140,0.03,220,0.05,0,0.00,50485,0.50
1023,Entry long,2025-09-09 01:15,B=0|T=20250909T0515,23818.5,1,476370,140,0.03,220,0.05,0,0.00,50485,0.50
1024,Exit long,2025-09-09 07:15,X,23821,1,476510,-90,-0.02,1195,0.25,-275,-0.06,50395,0.50
1024,Entry long,2025-09-09 01:30,B=1|T=20250909T0530,23825.5,1,476510,-90,-0.02,1195,0.25,-275,-0.06,50395,0.50
1025,Exit long,2025-09-09 07:30,X,23836.75,1,476420,315,0.07,320,0.07,-5,0.00,50710,0.51
1025,Entry long,2025-09-09 07:15,B=0|T=20250909T1115,23821,1,476420,315,0.07,320,0.07,-5,0.00,50710,0.51
1026,Exit long,2025-09-09 09:00,X,23823,1,476735,-275,-0.06,410,0.09,-735,-0.15,50435,0.50
1026,Entry long,2025-09-09 07:30,B=1|T=20250909T1130,23836.75,1,476735,-275,-0.06,410,0.09,-735,-0.15,50435,0.50
1027,Exit long,2025-09-09 09:15,X,23835.25,1,476460,245,0.05,300,0.06,-260,-0.05,50680,0.51
1027,Entry long,2025-09-09 09:00,B=0|T=20250909T1300,23823,1,476460,245,0.05,300,0.06,-260,-0.05,50680,0.51
1028,Exit long,2025-09-09 09:45,X,23815,1,476705,-405,-0.08,450,0.09,-680,-0.14,50275,0.50
1028,Entry long,2025-09-09 09:15,B=1|T=20250909T1315,23835.25,1,476705,-405,-0.08,450,0.09,-680,-0.14,50275,0.50
1029,Exit long,2025-09-09 16:00,X,23878,1,476300,1260,0.26,1500,0.31,-1780,-0.37,51535,0.52
1029,Entry long,2025-09-09 09:45,B=0|T=20250909T1345,23815,1,476300,1260,0.26,1500,0.31,-1780,-0.37,51535,0.52
1030,Exit long,2025-09-10 04:15,X,23910,1,477560,640,0.13,1520,0.32,-145,-0.03,52175,0.52
1030,Entry long,2025-09-09 16:00,B=1|T=20250909T2000,23878,1,477560,640,0.13,1520,0.32,-145,-0.03,52175,0.52
1031,Exit long,2025-09-10 06:30,X,23926,1,478200,320,0.07,335,0.07,-555,-0.12,52495,0.52
1031,Entry long,2025-09-10 04:15,B=0|T=20250910T0815,23910,1,478200,320,0.07,335,0.07,-555,-0.12,52495,0.52
1032,Exit long,2025-09-10 09:30,X,23931.25,1,478520,105,0.02,2365,0.49,-165,-0.03,52600,0.53
1032,Entry long,2025-09-10 06:30,B=1|T=20250910T1030,23926,1,478520,105,0.02,2365,0.49,-165,-0.03,52600,0.53
1033,Exit long,2025-09-10 10:30,X,23977,1,478625,915,0.19,1090,0.23,-620,-0.13,53515,0.54
1033,Entry long,2025-09-10 09:30,B=0|T=20250910T1330,23931.25,1,478625,915,0.19,1090,0.23,-620,-0.13,53515,0.54
1034,Exit long,2025-09-10 11:15,X,23942.25,1,479540,-695,-0.14,280,0.06,-1090,-0.23,52820,0.53
1034,Entry long,2025-09-10 10:30,B=1|T=20250910T1430,23977,1,479540,-695,-0.14,280,0.06,-1090,-0.23,52820,0.53
1035,Exit long,2025-09-11 02:15,X,23905.25,1,478845,-740,-0.15,545,0.11,-3145,-0.66,52080,0.52
1035,Entry long,2025-09-10 11:15,B=0|T=20250910T1515,23942.25,1,478845,-740,-0.15,545,0.11,-3145,-0.66,52080,0.52
1036,Exit long,2025-09-11 15:45,X,24011.5,1,478105,2125,0.44,2815,0.59,-1345,-0.28,54205,0.54
1036,Entry long,2025-09-11 02:15,B=1|T=20250911T0615,23905.25,1,478105,2125,0.44,2815,0.59,-1345,-0.28,54205,0.54
1037,Exit long,2025-09-11 16:15,X,24012.25,1,480230,15,0.00,245,0.05,-155,-0.03,54220,0.54
1037,Entry long,2025-09-11 15:45,B=0|T=20250911T1945,24011.5,1,480230,15,0.00,245,0.05,-155,-0.03,54220,0.54
1038,Exit long,2025-09-11 16:30,X,24006.75,1,480245,-110,-0.02,50,0.01,-145,-0.03,54110,0.54
1038,Entry long,2025-09-11 16:15,B=1|T=20250911T2015,24012.25,1,480245,-110,-0.02,50,0.01,-145,-0.03,54110,0.54
1039,Exit long,2025-09-11 18:00,X,24015,1,480135,165,0.03,450,0.09,-50,-0.01,54275,0.54
1039,Entry long,2025-09-11 16:30,B=0|T=20250911T2030,24006.75,1,480135,165,0.03,450,0.09,-50,-0.01,54275,0.54
1040,Exit long,2025-09-11 18:15,X,24014,1,480300,-20,0.00,45,0.01,-170,-0.04,54255,0.54
1040,Entry long,2025-09-11 18:00,B=1|T=20250911T2200,24015,1,480300,-20,0.00,45,0.01,-170,-0.04,54255,0.54
1041,Exit long,2025-09-12 07:45,X,24044.5,1,480280,610,0.13,695,0.14,-900,-0.19,54865,0.55
1041,Entry long,2025-09-11 18:15,B=0|T=20250911T2215,24014,1,480280,610,0.13,695,0.14,-900,-0.19,54865,0.55
1042,Exit long,2025-09-15 02:15,X,24134.5,1,480890,1800,0.37,2290,0.48,-860,-0.18,56665,0.57
1042,Entry long,2025-09-12 07:45,B=1|T=20250912T1145,24044.5,1,480890,1800,0.37,2290,0.48,-860,-0.18,56665,0.57
1043,Exit long,2025-09-15 02:30,X,24146.25,1,482690,235,0.05,260,0.05,-45,-0.01,56900,0.57
1043,Entry long,2025-09-15 02:15,B=0|T=20250915T0615,24134.5,1,482690,235,0.05,260,0.05,-45,-0.01,56900,0.57
1044,Exit long,2025-09-15 03:15,X,24144,1,482925,-45,-0.01,130,0.03,-150,-0.03,56855,0.57
1044,Entry long,2025-09-15 02:30,B=1|T=20250915T0630,24146.25,1,482925,-45,-0.01,130,0.03,-150,-0.03,56855,0.57
1045,Exit long,2025-09-15 08:15,X,24157.25,1,482880,265,0.05,605,0.13,-1360,-0.28,57120,0.57
1045,Entry long,2025-09-15 03:15,B=0|T=20250915T0715,24144,1,482880,265,0.05,605,0.13,-1360,-0.28,57120,0.57
1046,Exit long,2025-09-16 01:30,X,24591,1,483145,8675,1.80,8740,1.81,-355,-0.07,65795,0.66
1046,Entry long,2025-09-15 08:15,B=1|T=20250915T1215,24157.25,1,483145,8675,1.80,8740,1.81,-355,-0.07,65795,0.66
1047,Exit long,2025-09-16 19:00,X,24545.5,1,491820,-910,-0.19,1125,0.23,-1835,-0.37,64885,0.65
1047,Entry long,2025-09-16 01:30,B=0|T=20250916T0530,24591,1,491820,-910,-0.19,1125,0.23,-1835,-0.37,64885,0.65
1048,Exit long,2025-09-16 19:15,X,24538.5,1,490910,-140,-0.03,35,0.01,-175,-0.04,64745,0.65
1048,Entry long,2025-09-16 19:00,B=1|T=20250916T2300,24545.5,1,490910,-140,-0.03,35,0.01,-175,-0.04,64745,0.65
1049,Exit long,2025-09-16 19:45,X,24543.5,1,490770,100,0.02,155,0.03,-25,-0.01,64845,0.65
1049,Entry long,2025-09-16 19:15,B=0|T=20250916T2315,24538.5,1,490770,100,0.02,155,0.03,-25,-0.01,64845,0.65
1050,Exit long,2025-09-16 20:00,X,24534,1,490870,-190,-0.04,125,0.03,-250,-0.05,64655,0.65
1050,Entry long,2025-09-16 19:45,B=1|T=20250916T2345,24543.5,1,490870,-190,-0.04,125,0.03,-250,-0.05,64655,0.65
1051,Exit long,2025-09-16 20:15,X,24540.25,1,490680,125,0.03,135,0.03,-30,-0.01,64780,0.65
1051,Entry long,2025-09-16 20:00,B=0|T=20250917T0000,24534,1,490680,125,0.03,135,0.03,-30,-0.01,64780,0.65
1052,Exit long,2025-09-16 20:30,X,24534,1,490805,-125,-0.03,65,0.01,-165,-0.03,64655,0.65
1052,Entry long,2025-09-16 20:15,B=1|T=20250917T0015,24540.25,1,490805,-125,-0.03,65,0.01,-165,-0.03,64655,0.65
1053,Exit long,2025-09-16 20:45,X,24540.25,1,490680,125,0.03,175,0.04,-20,0.00,64780,0.65
1053,Entry long,2025-09-16 20:30,B=0|T=20250917T0030,24534,1,490680,125,0.03,175,0.04,-20,0.00,64780,0.65
1054,Exit long,2025-09-16 22:00,X,24525.75,1,490805,-290,-0.06,140,0.03,-355,-0.07,64490,0.64
1054,Entry long,2025-09-16 20:45,B=1|T=20250917T0045,24540.25,1,490805,-290,-0.06,140,0.03,-355,-0.07,64490,0.64
1055,Exit long,2025-09-16 22:45,X,24523.75,1,490515,-40,-0.01,30,0.01,-255,-0.05,64450,0.64
1055,Entry long,2025-09-16 22:00,B=0|T=20250917T0200,24525.75,1,490515,-40,-0.01,30,0.01,-255,-0.05,64450,0.64
1056,Exit long,2025-09-17 04:30,X,24485.75,1,490475,-760,-0.15,585,0.12,-1350,-0.28,63690,0.64
1056,Entry long,2025-09-16 22:45,B=1|T=20250917T0245,24523.75,1,490475,-760,-0.15,585,0.12,-1350,-0.28,63690,0.64
1057,Exit long,2025-09-17 04:45,X,24513,1,489715,545,0.11,680,0.14,-120,-0.02,64235,0.64
1057,Entry long,2025-09-17 04:30,B=0|T=20250917T0830,24485.75,1,489715,545,0.11,680,0.14,-120,-0.02,64235,0.64
1058,Exit long,2025-09-17 05:45,X,24511.5,1,490260,-30,-0.01,310,0.06,-130,-0.03,64205,0.64
1058,Entry long,2025-09-17 04:45,B=1|T=20250917T0845,24513,1,490260,-30,-0.01,310,0.06,-130,-0.03,64205,0.64
1059,Exit long,2025-09-17 15:15,X,24530.5,1,490230,380,0.08,785,0.16,-5390,-1.10,64585,0.65
1059,Entry long,2025-09-17 05:45,B=0|T=20250917T0945,24511.5,1,490230,380,0.08,785,0.16,-5390,-1.10,64585,0.65
1060,Exit long,2025-09-17 15:45,X,24475.25,1,490610,-1105,-0.23,335,0.07,-1655,-0.34,63480,0.63
1060,Entry long,2025-09-17 15:15,B=1|T=20250917T1915,24530.5,1,490610,-1105,-0.23,335,0.07,-1655,-0.34,63480,0.63
1061,Exit long,2025-09-17 16:00,X,24507.5,1,489505,645,0.13,970,0.20,-60,-0.01,64125,0.64
1061,Entry long,2025-09-17 15:45,B=0|T=20250917T1945,24475.25,1,489505,645,0.13,970,0.20,-60,-0.01,64125,0.64
1062,Exit long,2025-09-18 08:30,X,24730,1,490150,4450,0.91,5105,1.04,-420,-0.09,68575,0.69
1062,Entry long,2025-09-17 16:00,B=1|T=20250917T2000,24507.5,1,490150,4450,0.91,5105,1.04,-420,-0.09,68575,0.69
1063,Exit long,2025-09-18 10:00,X,24748.75,1,494600,375,0.08,740,0.15,-2625,-0.53,68950,0.69
1063,Entry long,2025-09-18 08:30,B=0|T=20250918T1230,24730,1,494600,375,0.08,740,0.15,-2625,-0.53,68950,0.69
1064,Exit long,2025-09-18 15:15,X,24721.25,1,494975,-550,-0.11,1345,0.27,-645,-0.13,68400,0.68
1064,Entry long,2025-09-18 10:00,B=1|T=20250918T1400,24748.75,1,494975,-550,-0.11,1345,0.27,-645,-0.13,68400,0.68
1065,Exit long,2025-09-19 09:15,X,24768.5,1,494425,945,0.19,1270,0.26,-1325,-0.27,69345,0.69
1065,Entry long,2025-09-18 15:15,B=0|T=20250918T1915,24721.25,1,494425,945,0.19,1270,0.26,-1325,-0.27,69345,0.69
1066,Exit long,2025-09-19 11:00,X,24735.25,1,495370,-665,-0.13,980,0.20,-745,-0.15,68680,0.69
1066,Entry long,2025-09-19 09:15,B=1|T=20250919T1315,24768.5,1,495370,-665,-0.13,980,0.20,-745,-0.15,68680,0.69
1067,Exit long,2025-09-19 11:30,X,24747.25,1,494705,240,0.05,375,0.08,-545,-0.11,68920,0.69
1067,Entry long,2025-09-19 11:00,B=0|T=20250919T1500,24735.25,1,494705,240,0.05,375,0.08,-545,-0.11,68920,0.69
1068,Exit long,2025-09-21 20:45,X,24831.25,1,494945,1680,0.34,2815,0.57,-65,-0.01,70600,0.71
1068,Entry long,2025-09-19 11:30,B=1|T=20250919T1530,24747.25,1,494945,1680,0.34,2815,0.57,-65,-0.01,70600,0.71
1069,Exit long,2025-09-22 09:30,X,24847.5,1,496625,325,0.07,665,0.13,-1650,-0.33,70925,0.71
1069,Entry long,2025-09-21 20:45,B=0|T=20250922T0045,24831.25,1,496625,325,0.07,665,0.13,-1650,-0.33,70925,0.71
1070,Exit long,2025-09-22 22:15,X,24995.75,1,496950,2965,0.60,3595,0.72,-130,-0.03,73890,0.74
1070,Entry long,2025-09-22 09:30,B=1|T=20250922T1330,24847.5,1,496950,2965,0.60,3595,0.72,-130,-0.03,73890,0.74
1071,Exit long,2025-09-22 22:30,X,25003.5,1,499915,155,0.03,175,0.04,0,0.00,74045,0.74
1071,Entry long,2025-09-22 22:15,B=0|T=20250923T0215,24995.75,1,499915,155,0.03,175,0.04,0,0.00,74045,0.74
1072,Exit long,2025-09-22 22:45,X,25000,1,500070,-70,-0.01,0,0.00,-145,-0.03,73975,0.74
1072,Entry long,2025-09-22 22:30,B=1|T=20250923T0230,25003.5,1,500070,-70,-0.01,0,0.00,-145,-0.03,73975,0.74
1073,Exit long,2025-09-24 00:00,X,24839,1,500000,-3220,-0.64,520,0.10,-4390,-0.88,70755,0.71
1073,Entry long,2025-09-22 22:45,B=0|T=20250923T0245,25000,1,500000,-3220,-0.64,520,0.10,-4390,-0.88,70755,0.71
1074,Exit long,2025-09-24 09:30,X,24835.25,1,496780,-75,-0.02,1490,0.30,-315,-0.06,70680,0.71
1074,Entry long,2025-09-24 00:00,B=1|T=20250924T0400,24839,1,496780,-75,-0.02,1490,0.30,-315,-0.06,70680,0.71
1075,Exit long,2025-09-24 18:30,X,24749.75,1,496705,-1710,-0.34,115,0.02,-4165,-0.84,68970,0.69
1075,Entry long,2025-09-24 09:30,B=0|T=20250924T1330,24835.25,1,496705,-1710,-0.34,115,0.02,-4165,-0.84,68970,0.69
1076,Exit long,2025-09-25 03:00,X,24697.75,1,494995,-1040,-0.21,875,0.18,-1110,-0.22,67930,0.68
1076,Entry long,2025-09-24 18:30,B=1|T=20250924T2230,24749.75,1,494995,-1040,-0.21,875,0.18,-1110,-0.22,67930,0.68
1077,Exit long,2025-09-25 03:15,X,24730.5,1,493955,655,0.13,680,0.14,-25,-0.01,68585,0.69
1077,Entry long,2025-09-25 03:00,B=0|T=20250925T0700,24697.75,1,493955,655,0.13,680,0.14,-25,-0.01,68585,0.69
1078,Exit long,2025-09-25 05:30,X,24703.75,1,494610,-535,-0.11,670,0.14,-540,-0.11,68050,0.68
1078,Entry long,2025-09-25 03:15,B=1|T=20250925T0715,24730.5,1,494610,-535,-0.11,670,0.14,-540,-0.11,68050,0.68
1079,Exit long,2025-09-25 11:30,X,24687.25,1,494075,-330,-0.07,200,0.04,-5625,-1.14,67720,0.68
1079,Entry long,2025-09-25 05:30,B=0|T=20250925T0930,24703.75,1,494075,-330,-0.07,200,0.04,-5625,-1.14,67720,0.68
1080,Exit long,2025-09-25 12:00,X,24664.25,1,493745,-460,-0.09,190,0.04,-570,-0.12,67260,0.67
1080,Entry long,2025-09-25 11:30,B=1|T=20250925T1530,24687.25,1,493745,-460,-0.09,190,0.04,-570,-0.12,67260,0.67
1081,Exit long,2025-09-25 14:30,X,24624.25,1,493285,-800,-0.16,340,0.07,-4215,-0.85,66460,0.66
1081,Entry long,2025-09-25 12:00,B=0|T=20250925T1600,24664.25,1,493285,-800,-0.16,340,0.07,-4215,-0.85,66460,0.66
1082,Exit long,2025-09-26 04:45,X,24585.5,1,492485,-775,-0.16,960,0.19,-1010,-0.21,65685,0.66
1082,Entry long,2025-09-25 14:30,B=1|T=20250925T1830,24624.25,1,492485,-775,-0.16,960,0.19,-1010,-0.21,65685,0.66
1083,Exit long,2025-09-26 05:00,X,24613.5,1,491710,560,0.11,560,0.11,-325,-0.07,66245,0.66
1083,Entry long,2025-09-26 04:45,B=0|T=20250926T0845,24585.5,1,491710,560,0.11,560,0.11,-325,-0.07,66245,0.66
1084,Exit long,2025-09-26 05:15,X,24591.5,1,492270,-440,-0.09,30,0.01,-490,-0.10,65805,0.66
1084,Entry long,2025-09-26 05:00,B=1|T=20250926T0900,24613.5,1,492270,-440,-0.09,30,0.01,-490,-0.10,65805,0.66
1085,Exit long,2025-09-26 05:45,X,24616.5,1,491830,500,0.10,560,0.11,-10,0.00,66305,0.66
1085,Entry long,2025-09-26 05:15,B=0|T=20250926T0915,24591.5,1,491830,500,0.10,560,0.11,-10,0.00,66305,0.66
1086,Exit long,2025-09-26 06:00,X,24603,1,492330,-270,-0.05,230,0.05,-580,-0.12,66035,0.66
1086,Entry long,2025-09-26 05:45,B=1|T=20250926T0945,24616.5,1,492330,-270,-0.05,230,0.05,-580,-0.12,66035,0.66
1087,Exit long,2025-09-26 08:30,X,24727.5,1,492060,2490,0.51,2890,0.59,-395,-0.08,68525,0.69
1087,Entry long,2025-09-26 06:00,B=0|T=20250926T1000,24603,1,492060,2490,0.51,2890,0.59,-395,-0.08,68525,0.69
1088,Exit long,2025-09-26 09:15,X,24653.75,1,494550,-1475,-0.30,0,0.00,-1505,-0.30,67050,0.67
1088,Entry long,2025-09-26 08:30,B=1|T=20250926T1230,24727.5,1,494550,-1475,-0.30,0,0.00,-1505,-0.30,67050,0.67
1089,Exit long,2025-09-26 09:30,X,24671.5,1,493075,355,0.07,1175,0.24,-1135,-0.23,67405,0.67
1089,Entry long,2025-09-26 09:15,B=0|T=20250926T1315,24653.75,1,493075,355,0.07,1175,0.24,-1135,-0.23,67405,0.67
1090,Exit long,2025-09-26 10:00,X,24605.5,1,493430,-1320,-0.27,1235,0.25,-1650,-0.33,66085,0.66
1090,Entry long,2025-09-26 09:30,B=1|T=20250926T1330,24671.5,1,493430,-1320,-0.27,1235,0.25,-1650,-0.33,66085,0.66
1091,Exit long,2025-09-26 10:30,X,24626.75,1,492110,425,0.09,755,0.15,-1710,-0.35,66510,0.67
1091,Entry long,2025-09-26 10:00,B=0|T=20250926T1400,24605.5,1,492110,425,0.09,755,0.15,-1710,-0.35,66510,0.67
1092,Exit long,2025-09-26 10:45,X,24565,1,492535,-1235,-0.25,180,0.04,-1535,-0.31,65275,0.65
1092,Entry long,2025-09-26 10:30,B=1|T=20250926T1430,24626.75,1,492535,-1235,-0.25,180,0.04,-1535,-0.31,65275,0.65
1093,Exit long,2025-09-26 11:15,X,24631.75,1,491300,1335,0.27,1370,0.28,-385,-0.08,66610,0.67
1093,Entry long,2025-09-26 10:45,B=0|T=20250926T1445,24565,1,491300,1335,0.27,1370,0.28,-385,-0.08,66610,0.67
1094,Exit long,2025-09-26 11:30,X,24606.5,1,492635,-505,-0.10,95,0.02,-900,-0.18,66105,0.66
1094,Entry long,2025-09-26 11:15,B=1|T=20250926T1515,24631.75,1,492635,-505,-0.10,95,0.02,-900,-0.18,66105,0.66
1095,Exit long,2025-09-26 12:15,X,24661.25,1,492130,1095,0.22,1485,0.30,-765,-0.16,67200,0.67
1095,Entry long,2025-09-26 11:30,B=0|T=20250926T1530,24606.5,1,492130,1095,0.22,1485,0.30,-765,-0.16,67200,0.67
1096,Exit long,2025-09-29 03:45,X,24853.5,1,493225,3845,0.78,4060,0.82,-385,-0.08,71045,0.71
1096,Entry long,2025-09-26 12:15,B=1|T=20250926T1615,24661.25,1,493225,3845,0.78,4060,0.82,-385,-0.08,71045,0.71
1097,Exit long,2025-09-29 04:00,X,24873.5,1,497070,400,0.08,460,0.09,-50,-0.01,71445,0.71
1097,Entry long,2025-09-29 03:45,B=0|T=20250929T0745,24853.5,1,497070,400,0.08,460,0.09,-50,-0.01,71445,0.71
1098,Exit long,2025-09-29 05:45,X,24872,1,497470,-30,-0.01,505,0.10,-165,-0.03,71415,0.71
1098,Entry long,2025-09-29 04:00,B=1|T=20250929T0800,24873.5,1,497470,-30,-0.01,505,0.10,-165,-0.03,71415,0.71
1099,Exit long,2025-09-29 09:30,X,24914.5,1,497440,850,0.17,905,0.18,-510,-0.10,72265,0.72
1099,Entry long,2025-09-29 05:45,B=0|T=20250929T0945,24872,1,497440,850,0.17,905,0.18,-510,-0.10,72265,0.72
1100,Exit long,2025-09-29 10:45,X,24929,1,498290,290,0.06,1220,0.24,-25,-0.01,72555,0.73
1100,Entry long,2025-09-29 09:30,B=1|T=20250929T1330,24914.5,1,498290,290,0.06,1220,0.24,-25,-0.01,72555,0.73
1101,Exit long,2025-09-29 22:30,X,24838.25,1,498580,-1815,-0.36,275,0.06,-2970,-0.60,70740,0.71
1101,Entry long,2025-09-29 10:45,B=0|T=20250929T1445,24929,1,498580,-1815,-0.36,275,0.06,-2970,-0.60,70740,0.71
1102,Exit long,2025-09-30 00:15,X,24829.5,1,496765,-175,-0.04,370,0.07,-250,-0.05,70565,0.71
1102,Entry long,2025-09-29 22:30,B=1|T=20250930T0230,24838.25,1,496765,-175,-0.04,370,0.07,-250,-0.05,70565,0.71
1103,Exit long,2025-09-30 00:30,X,24829.75,1,496590,5,0.00,95,0.02,-115,-0.02,70570,0.71
1103,Entry long,2025-09-30 00:15,B=0|T=20250930T0415,24829.5,1,496590,5,0.00,95,0.02,-115,-0.02,70570,0.71
1104,Exit long,2025-09-30 00:45,X,24823.25,1,496595,-130,-0.03,30,0.01,-135,-0.03,70440,0.70
1104,Entry long,2025-09-30 00:30,B=1|T=20250930T0430,24829.75,1,496595,-130,-0.03,30,0.01,-135,-0.03,70440,0.70
1105,Exit long,2025-09-30 01:15,X,24834.75,1,496465,230,0.05,310,0.06,-140,-0.03,70670,0.71
1105,Entry long,2025-09-30 00:45,B=0|T=20250930T0445,24823.25,1,496465,230,0.05,310,0.06,-140,-0.03,70670,0.71
1106,Exit long,2025-09-30 02:45,X,24812.25,1,496695,-450,-0.09,415,0.08,-495,-0.10,70220,0.70
1106,Entry long,2025-09-30 01:15,B=1|T=20250930T0515,24834.75,1,496695,-450,-0.09,415,0.08,-495,-0.10,70220,0.70
1107,Exit long,2025-09-30 03:15,X,24804.5,1,496245,-155,-0.03,120,0.02,-545,-0.11,70065,0.70
1107,Entry long,2025-09-30 02:45,B=0|T=20250930T0645,24812.25,1,496245,-155,-0.03,120,0.02,-545,-0.11,70065,0.70
