kind,date,d,s,dur,vol,mult,dir,imp,rel5,r5sign,fwd1m,fwd5m,fwd15m,fwd60m,front,onesided,disp
block,2026-04-08,1346,22109,4,485,,1,,,,-2.75,-21,27.25,,0.3031,1,2.628
block,2026-04-08,1346,22258,3,309,,-1,,,,-10.5,-11.25,-48.75,,0.466,0.2557,3.407
block,2026-04-09,1347,3718,3,633,,-1,,,,1,-0.25,-7,-74.25,0.139,0.09005,1.307
block,2026-04-09,1347,5257,5,712,,1,,,,-11.25,-7.75,-14.75,139,0.309,0.6404,1.694
block,2026-04-09,1347,7475,28,5531,,1,,,,10.25,-4.25,36.25,81,0.5549,0.2193,1.447
block,2026-04-09,1347,7510,7,805,,1,,,,-16.25,-42.75,27.25,58,0.4137,0.5205,2.659
block,2026-04-09,1347,7519,5,677,,1,,,,-20.5,-40.25,20.75,55.25,0.5879,0.1758,1.155
block,2026-04-09,1347,8375,3,251,,1,,,,26,13.75,81.5,18.5,0.5179,0.5299,1.992
block,2026-04-09,1347,8406,6,1039,,1,,,,-6.5,-5.25,67.75,-5.75,0.4716,0.8749,2.697
block,2026-04-09,1347,8435,5,516,,1,,,,-12.75,-1,80.75,-4,0.4845,0.3023,1.793
block,2026-04-09,1347,9321,4,566,,1,,,,-17.25,-15.25,-21.25,-56.75,0.3587,0.6714,1.067
block,2026-04-09,1347,9326,4,382,,1,,,,-23.75,-21.5,-29.75,-62.5,0.4084,0.6387,1.757
block,2026-04-09,1347,14557,4,521,,-1,,,,6.5,-17.5,-33,48.25,0.6334,0.2668,1.656
block,2026-04-09,1347,15655,5,688,,-1,,,,1.5,12.5,62.75,63,0.4186,0.1192,0.603
block,2026-04-09,1347,16561,7,711,,-1,,,,-21,-10,-16.75,-45.5,0.2996,1,2.813
block,2026-04-09,1347,16569,6,674,,-1,,,,-17.75,-14.25,-16.5,-46.5,0.5223,0.3175,0.4103
block,2026-04-09,1347,16647,3,205,,1,,,,12.5,12,8,25.5,0.2537,0.4927,0.7095
block,2026-04-09,1347,16987,3,401,,-1,,,,6.75,13.5,18.75,-40,0.212,0.5761,1.247
block,2026-04-09,1347,18690,3,339,,1,,,,-1.75,-15.75,-13.75,58.25,0.2419,1,2.778
block,2026-04-09,1347,20081,3,424,,1,,,,-7.5,-7.25,7.75,,0.3703,0.3302,0.4785
block,2026-04-09,1347,21830,3,290,,1,,,,5,0,6.75,,0.2448,0.531,1.023
block,2026-04-09,1347,21845,3,313,,1,,,,-0.5,-8.25,2.75,,0.1885,1,1.809
block,2026-04-10,1348,4460,3,444,,-1,,,,12.25,10.25,5.25,42.5,0.3716,1,0.7429
block,2026-04-10,1348,4494,9,2183,,-1,,,,-1.25,-12,-26.75,30,0.7132,0.6308,1.726
block,2026-04-10,1348,6982,3,263,,1,,,,-8.25,-31.75,-78.5,-101.8,0.2624,1,0.6667
block,2026-04-10,1348,8040,3,224,,1,,,,-9.5,-3.75,-45.75,-72,0.5179,0.03571,0.943
block,2026-04-10,1348,9779,3,345,,-1,,,,-6,-14.75,-2.25,44.25,0.2899,0.4203,0.07528
block,2026-04-10,1348,9904,3,362,,1,,,,8.25,-2.25,-10.25,-41.5,0.674,0.3481,0.08386
block,2026-04-10,1348,10836,3,497,,-1,,,,2.25,18,49.5,48,0.6137,0.2274,1.224
block,2026-04-10,1348,11931,3,203,,1,,,,0,5.25,9.5,10,0.2562,0.3695,1.7
block,2026-04-13,1349,1240,8,1997,,1,,,,47.75,21.25,73.75,75.25,0.4677,0.5063,2.86
block,2026-04-13,1349,1273,4,894,,1,,,,24.25,-3.25,61.5,47.5,0.7215,1,3.696
block,2026-04-13,1349,3324,7,1424,,-1,,,,-14.5,-15,-22.25,-59.75,0.5337,0.5169,2.957
block,2026-04-13,1349,7817,7,1247,,1,,,,3.5,-21,-30,49,0.5229,0.8669,1.874
block,2026-04-13,1349,9507,6,1755,,1,,,,14,22.25,32.75,116.5,0.7778,0.5556,1.451
block,2026-04-13,1349,9518,3,246,,1,,,,1.75,13.75,26,104.2,0.3699,1,2.588
block,2026-04-13,1349,9528,8,1194,,1,,,,-19.75,-4.75,18.5,78,0.4573,0.6901,1.794
block,2026-04-13,1349,9538,4,352,,-1,,,,8,-6,-25.5,-86.5,0.5227,0.7898,2.493
block,2026-04-13,1349,10240,3,204,,1,,,,1,20.5,54.75,101.8,0.2892,1,2.069
block,2026-04-13,1349,10321,9,1873,,1,,,,-3.75,24,47.5,88.5,0.6257,0.2536,0.5797
block,2026-04-13,1349,10864,7,1143,,1,,,,-3.25,-5.5,-0.75,42.25,0.5783,0.699,2.819
block,2026-04-13,1349,11117,6,1283,,1,,,,-14.25,-8.5,9,30.75,0.65,0.841,3.841
block,2026-04-13,1349,11124,4,312,,-1,,,,11.5,5.5,-13.25,-34.75,0.516,0.03205,0.8609
block,2026-04-13,1349,11272,9,1619,,1,,,,-9.75,-22.25,23.25,19.25,0.672,0.4972,1.416
block,2026-04-13,1349,11287,3,247,,-1,,,,3.25,15.75,-31.75,-29.75,0.2267,0.7206,1.478
block,2026-04-13,1349,11524,3,326,,-1,,,,1.75,1.25,-17,-45.25,0.2546,1,2.572
block,2026-04-13,1349,11611,4,655,,1,,,,-19.5,9,26.25,51.25,0.7832,0.7374,1.118
block,2026-04-13,1349,11632,5,567,,-1,,,,6.75,-18,-40,-64.75,0.4145,0.7672,3.053
block,2026-04-13,1349,11641,3,223,,-1,,,,-0,-23.5,-47.5,-73.5,0.3901,1,3.423
block,2026-04-13,1349,11958,9,1206,,1,,,,5,5.75,18.5,13.5,0.6526,0.6302,1.957
block,2026-04-13,1349,12183,3,392,,1,,,,-17.5,-34,-15.75,-29.25,0.6454,0.7857,1.502
block,2026-04-13,1349,13838,3,197,,1,,,,-1.75,-2.25,-2.75,-20,0.2893,1,1.551
block,2026-04-13,1349,19634,4,541,,1,,,,0.25,1.25,-6.5,86,0.7024,0.1386,0.3175
block,2026-04-13,1349,21830,3,261,,1,,,,2.5,10.75,-11.25,,0.3487,0.7931,1.88
block,2026-04-13,1349,22919,4,1401,,1,,,,18.5,42.75,,,0.4839,1,4.863
block,2026-04-14,1350,8125,6,869,,1,,,,0.5,21,19.25,62.5,0.7814,0.4269,0
block,2026-04-14,1350,12090,4,458,,1,,,,0.75,-13.75,-11.5,31.5,0.6638,0.5721,1.043
block,2026-04-14,1350,17486,8,750,,-1,,,,-2.75,12.5,-10.25,-57.75,0.4493,0.7413,1.519
block,2026-04-14,1350,17610,3,165,,1,,,,17.25,10.5,27.75,85,0.3515,0.3697,0.7107
block,2026-04-14,1350,18737,3,187,,1,,,,-3,-24,-18.75,53,0.3262,0.6578,1.031
block,2026-04-15,1351,120,3,1630,,-1,,,,2.25,-2,22.25,-118.5,0.3945,0.211,0.07463
block,2026-04-15,1351,3363,7,1566,,1,,,,0.5,5,-3,62.75,0.4693,0.7356,2.065
block,2026-04-15,1351,3929,3,271,,-1,,,,6.75,-2.25,-4.5,-31.75,0.321,1,1.221
block,2026-04-15,1351,4256,5,518,,-1,,,,9.75,-21,-29.75,-54,0.4015,0.832,0.9945
block,2026-04-15,1351,5997,4,621,,-1,,,,-2.25,-34.5,-48.5,-73.25,0.3591,0.7327,0.9398
block,2026-04-15,1351,6240,5,801,,1,,,,10.75,17.5,27.5,51.5,0.4931,0.2022,0.8526
block,2026-04-15,1351,10363,3,350,,1,,,,-3.5,-13.25,-41.25,-68.5,0.3914,0.2171,1.27
block,2026-04-15,1351,10367,3,326,,1,,,,-3.5,-15.75,-36.75,-68.75,0.2485,0.05521,0.0907
block,2026-04-15,1351,10993,3,246,,1,,,,-4.75,4.5,-58.5,-10.5,0.4553,1,1.78
block,2026-04-15,1351,11524,4,438,,-1,,,,14.75,35.5,64.25,-16.25,0.5502,0.7489,1.996
block,2026-04-15,1351,11582,3,392,,1,,,,-21.5,-22.5,-59.75,20,0.2423,0.1582,0.362
block,2026-04-15,1351,11590,4,479,,-1,,,,4,19.5,55.5,-28,0.6326,0.5115,0.9502
block,2026-04-15,1351,11640,3,210,,-1,,,,-6.75,14.25,29.75,-36.75,0.2714,0.08571,1.271
block,2026-04-15,1351,11957,3,293,,-1,,,,-0.5,-3.75,-17.75,-66,0.3891,0.4198,1.995
block,2026-04-15,1351,12120,3,291,,1,,,,6,-29.75,3,40.25,0.4536,0.5533,0.2697
block,2026-04-15,1351,12363,3,196,,1,,,,-13.25,11.75,40,75.75,0.2857,1,2.283
block,2026-04-15,1351,14357,5,673,,1,,,,-10.5,-0.5,-14,49.25,0.4339,0.5661,0.7423
block,2026-04-15,1351,16443,6,489,,1,,,,2,16.25,50.75,90.75,0.4785,0.4192,3.325
block,2026-04-15,1351,16462,12,1926,,1,,,,-12.75,-7,27.5,76,0.6127,0.7518,1.557
block,2026-04-15,1351,16475,3,191,,-1,,,,1.75,-0.75,-35.25,-83,0.3194,1,2.955
block,2026-04-16,1352,1918,3,502,,-1,,,,13.75,-16,-41.75,-88.75,0.2968,0.4064,0.755
block,2026-04-16,1352,5700,3,280,,1,,,,11.5,16.75,54.25,104,0.3929,1,1.038
block,2026-04-16,1352,6435,3,708,,1,,,,-9.25,-19.5,-24.25,58,0.5127,1,2.947
block,2026-04-16,1352,7288,3,1321,,-1,,,,5.5,-15.25,-25.5,-49,0.7509,0.5019,5.949
block,2026-04-16,1352,7318,3,629,,-1,,,,-26.5,-37.5,-43.25,-65.75,0.1335,1,4.022
block,2026-04-16,1352,7724,4,1027,,1,,,,29.25,-2.5,3,-22.75,0.7478,0.4956,0.9486
block,2026-04-16,1352,7734,5,744,,1,,,,11,-15.25,-9.75,-29,0.5255,0.05108,0.1423
block,2026-04-16,1352,7759,5,577,,1,,,,-21.25,-35,-29.25,-43.5,0.5043,0.008666,0.1765
block,2026-04-16,1352,8067,3,701,,-1,,,,-13.5,-6.25,-37.25,-6,0.4665,1,6.667
block,2026-04-16,1352,11106,4,1104,,-1,,,,35.5,-1.25,-29.75,-3.5,0.8424,0.6848,2.041
block,2026-04-16,1352,11136,3,460,,-1,,,,4,-32.5,-43.5,-20.5,0.3174,0.4348,2.993
block,2026-04-16,1352,11142,30,3958,,-1,,,,-11.25,-45.75,-57.5,-36.25,0.6372,0.2537,0.4371
block,2026-04-16,1352,11183,3,243,,1,,,,2,38,41,22.5,0.2593,0.5638,3.261
block,2026-04-16,1352,11908,7,659,,1,,,,-1,2.25,-39,-16.75,0.3748,0.6419,1.169
block,2026-04-16,1352,12865,3,241,,-1,,,,0.25,5.5,21.75,1,0.3402,0.1535,0.3695
block,2026-04-16,1352,13141,3,217,,1,,,,-2,16.5,-12.25,-17.75,0.4286,0.318,2.816
block,2026-04-16,1352,13576,6,608,,-1,,,,11,-0.5,-32.75,24.75,0.4293,1,2.735
block,2026-04-16,1352,14163,3,185,,1,,,,11.75,7.25,11.25,-89,0.2865,1,1.652
block,2026-04-16,1352,14232,3,339,,-1,,,,-0.75,-0.75,-4.25,99.5,0.3599,0.5044,0.2204
block,2026-04-16,1352,14386,3,358,,-1,,,,-1.75,-14.5,-28.5,108.8,0.2179,1,2.268
block,2026-04-16,1352,14640,3,270,,1,,,,-1.75,-18.5,9.5,-92.25,0.3519,1,1.478
block,2026-04-16,1352,16022,3,333,,-1,,,,18.5,16.25,66,50.75,0.5285,0.05706,2.159
block,2026-04-16,1352,16383,4,453,,1,,,,-10,-26,-58.5,-19,0.7439,0.002208,0.6834
block,2026-04-16,1352,16900,3,466,,-1,,,,-1,-18.5,21.25,-45.5,0.3627,0.3648,2.527
block,2026-04-16,1352,17173,3,335,,1,,,,0.75,-7.5,-53,21.75,0.3015,0.08657,1.459
block,2026-04-16,1352,17177,3,261,,-1,,,,-0.75,6.5,51.75,-20.75,0.3103,0.3793,1.094
block,2026-04-16,1352,17712,9,1049,,-1,,,,11.25,29.75,-34,-63.25,0.4233,0.123,0.7207
block,2026-04-16,1352,17768,4,497,,-1,,,,-7.75,10.5,-60,-73.25,0.4829,0.2636,1.818
block,2026-04-16,1352,17773,3,252,,1,,,,9.75,-5.75,59.25,77.25,0.4524,0.1032,0.202
block,2026-04-16,1352,17820,3,256,,1,,,,-5,-6.25,50.25,71.25,0.3164,0.4453,1.655
block,2026-04-16,1352,17967,4,302,,-1,,,,-0.5,-45,-74.25,-90.25,0.5066,0.5232,0.75
block,2026-04-16,1352,18200,7,930,,1,,,,2.25,23,47.75,57.25,0.4925,0.4473,1.071
block,2026-04-17,1353,3141,3,799,,-1,,,,-6.25,-1.5,-43.25,-79.75,0.4355,0.6746,1.759
block,2026-04-17,1353,4325,5,1361,,1,,,,4.5,15.5,13.75,50.75,0.6635,0.5841,1.227
block,2026-04-17,1353,5749,8,1828,,-1,,,,-4.5,-20,-7.75,-9,0.7555,0.5613,2.673
block,2026-04-17,1353,7984,3,534,,-1,,,,11.75,26.75,29,-12.25,0.3727,0.6404,1.241
block,2026-04-17,1353,8480,7,1750,,1,,,,10.5,2.25,-3.25,39.75,0.748,0.6594,2.204
block,2026-04-17,1353,13249,16,2823,,-1,,,,-17.5,-4.75,11.25,53,0.6713,0.5175,1.934
block,2026-04-17,1353,13272,3,287,,-1,,,,-12.25,2.25,17.75,57.25,0.2091,0.05923,0.6931
block,2026-04-17,1353,13385,3,339,,1,,,,1,6.5,-78,-58.5,0.2035,0.07375,1.55
block,2026-04-17,1353,13985,3,403,,-1,,,,-10.5,33.5,20.25,16.75,0.4293,0.6427,2.024
block,2026-04-17,1353,14015,3,316,,1,,,,7.25,-22.5,-21.25,-23,0.25,0.03165,3.277
block,2026-04-17,1353,14143,8,965,,-1,,,,64.25,53.25,21.25,36.25,0.513,0.01244,1.016
block,2026-04-17,1353,14179,6,1473,,-1,,,,16,23.75,7.5,10,0.8371,0.3659,4.258
block,2026-04-17,1353,14187,29,4759,,-1,,,,-11,-16,-33.5,-28.75,0.5413,0.05484,1.345
block,2026-04-17,1353,14220,3,307,,-1,,,,2,-11,-29.75,-21,0.3192,0.3616,2.292
block,2026-04-17,1353,14303,4,418,,1,,,,17.25,30.75,34.25,49.25,0.7033,1,3.289
block,2026-04-17,1353,14353,6,966,,1,,,,8,5.5,27.5,36.25,0.5311,0.5321,1.429
block,2026-04-17,1353,14385,3,238,,1,,,,-4.75,5.25,25.25,26.75,0.2983,0.4286,0.2857
block,2026-04-17,1353,14443,3,534,,-1,,,,-15.5,-10.5,-24.25,-29.5,0.1236,0.7041,3.209
block,2026-04-17,1353,14942,3,843,,1,,,,21.75,9.5,44,32,0.4045,0.5635,3.588
block,2026-04-17,1353,15480,3,215,,1,,,,11.5,8,-6.25,-9.25,0.4,1,2.799
block,2026-04-17,1353,15537,3,301,,1,,,,3,-4.75,-6,-17,0.495,0.3821,2.216
block,2026-04-17,1353,15543,3,258,,1,,,,2,-3,-5.5,-12.5,0.2016,1,1.783
block,2026-04-17,1353,16520,4,456,,1,,,,-14.25,-18,-19.5,-20,0.5439,0.2149,2.308
block,2026-04-17,1353,16531,3,299,,-1,,,,-1.25,11.5,10,11,0.3311,0.03679,1.442
block,2026-04-17,1353,16855,6,643,,-1,,,,1.5,15.5,3.75,5.5,0.5568,0.3655,0.6684
block,2026-04-17,1353,17732,4,819,,1,,,,22.75,23.5,44.75,17.25,0.652,0.2454,1.477
block,2026-04-17,1353,17741,4,271,,1,,,,8.5,13,30.75,3.75,0.4133,0.5277,2.642
block,2026-04-17,1353,17831,7,836,,1,,,,0.5,-13.5,0.75,-18.25,0.4701,0.6196,0.8276
block,2026-04-17,1353,19464,3,408,,-1,,,,-0.5,-13.75,1.5,-31,0.1863,1,4.856
block,2026-04-17,1353,19469,3,413,,1,,,,6.25,16,2.75,30.75,0.3099,0.109,1.15
block,2026-04-17,1353,21936,5,584,,1,,,,2,1.75,1.25,,0.4195,0.6404,1.075
block,2026-04-17,1353,23106,3,448,,-1,,,,-11.75,-31.25,,,0.3482,0.2723,1.25
block,2026-04-20,1354,2132,3,399,,-1,,,,-8,1.25,14.25,122.5,0.2807,1,2.693
block,2026-04-20,1354,3116,3,798,,1,,,,0.75,29.25,-8,-98.5,0.5652,0.6241,2.71
block,2026-04-20,1354,3808,3,529,,-1,,,,-3.75,-0.75,31.5,36.25,0.6503,0.6673,0.4682
block,2026-04-20,1354,4382,3,536,,-1,,,,4.5,10.25,50.75,21,0.6287,1,2.099
block,2026-04-20,1354,4409,4,648,,-1,,,,-0.25,11,59.5,17,0.4784,0.6574,0.9062
block,2026-04-20,1354,4983,19,5277,,-1,,,,-45.75,-17.5,39.25,-10.25,0.5738,0.5467,2.685
block,2026-04-20,1354,5012,7,819,,1,,,,10.75,-19.75,-69.25,-16.75,0.4029,0.2601,1.965
block,2026-04-20,1354,6254,3,299,,-1,,,,4.75,-6.5,-66.25,-65.25,0.3579,0.4247,0.7815
block,2026-04-20,1354,6797,13,2394,,1,,,,18.25,35,5.25,37.25,0.6036,0.3354,1.478
block,2026-04-20,1354,6815,3,311,,1,,,,16,32.5,4.5,28,0.283,0.3633,1.186
block,2026-04-20,1354,6877,4,656,,1,,,,-8,8,-15.75,2.5,0.4619,0.628,2.384
block,2026-04-20,1354,6954,3,413,,1,,,,-0.75,1.25,-5.75,9.5,0.5109,0.3511,0.8696
block,2026-04-20,1354,6964,4,617,,1,,,,-14.25,-5.5,-10.25,4.75,0.7293,0.4587,0.25
block,2026-04-20,1354,7317,5,2154,,1,,,,-9.75,-26.25,-33,-8.25,0.5636,0.1272,0.3541
block,2026-04-20,1354,11686,3,474,,-1,,,,-2,-0.25,14,-4.5,0.365,0.27,0.802
block,2026-04-20,1354,12895,6,962,,1,,,,-4.75,4,19,31.75,0.632,0.4283,1.937
block,2026-04-20,1354,14859,3,569,,1,,,,0.75,11,22,37,0.594,0.5817,2.115
block,2026-04-20,1354,16831,3,601,,1,,,,7.5,-4,15.5,15,0.173,0.7038,2.408
block,2026-04-20,1354,17028,4,431,,-1,,,,-12.5,-18,-32.25,-29,0.5916,0.5916,2.635
block,2026-04-20,1354,17033,5,882,,1,,,,7.75,16.5,28.5,25.5,0.6735,0.517,0.6119
block,2026-04-20,1354,17884,3,244,,-1,,,,-6.5,1.5,7,4,0.3074,0.2049,1.523
block,2026-04-20,1354,18038,3,1085,,-1,,,,-6,2.75,-3.25,3.25,0.7843,0.8083,4.322
block,2026-04-21,1355,4414,7,1304,,1,,,,-7.5,-41,-61.5,-132,0.6411,0.4525,2.208
block,2026-04-21,1355,6692,3,388,,1,,,,4.25,-26,-43.25,-33.5,0.4639,0.3505,1.597
block,2026-04-21,1355,6857,3,266,,-1,,,,2.75,53.5,58,30.75,0.3271,1,4.241
block,2026-04-21,1355,7107,3,274,,-1,,,,4,-13.5,4.5,6,0.2445,1,2.735
block,2026-04-21,1355,8483,3,463,,-1,,,,24,31.5,6.25,39.75,0.2765,0.4471,0.181
block,2026-04-21,1355,9209,3,840,,1,,,,-2.5,-19.5,-34,-70,0.4333,0.7762,3.791
block,2026-04-21,1355,9305,7,1794,,1,,,,-6.75,-8,-8,-50.75,0.6265,0.1159,1.592
block,2026-04-21,1355,10831,3,190,,1,,,,-1.5,25.75,-17.75,-79.5,0.3105,0.02632,1.05
block,2026-04-21,1355,11823,3,315,,1,,,,6,25,-8.5,41.75,0.327,0.346,1.34
block,2026-04-21,1355,13021,13,2820,,-1,,,,-11.5,-4.5,51,-48.75,0.3784,0.6794,3.168
block,2026-04-21,1355,13038,6,595,,-1,,,,-8.25,-4.25,54.75,-61.5,0.6336,0.2672,0.1975
block,2026-04-21,1355,13112,6,1209,,-1,,,,-6,4.25,23.75,-75.5,0.5219,1,5.074
block,2026-04-21,1355,13124,6,609,,-1,,,,-10.5,-3.75,16.5,-75,0.5714,0.4253,1.724
block,2026-04-21,1355,13299,5,967,,1,,,,-23.25,-34.5,-44.75,46,0.4188,0.3237,3.342
block,2026-04-21,1355,13351,9,1031,,-1,,,,-3,4.25,-1.75,-65,0.4995,0.7071,2.574
block,2026-04-21,1355,13367,4,660,,1,,,,-10.75,-21.5,-15.25,47.25,0.6167,0.7879,3.193
block,2026-04-21,1355,13488,5,971,,-1,,,,-8.75,-13.75,-7,-88.75,0.7188,0.757,3.774
block,2026-04-21,1355,13806,4,453,,-1,,,,11.5,10.25,-42.25,-67.5,0.3753,1,1.785
block,2026-04-21,1355,13863,3,378,,-1,,,,8.25,-19.5,-56.75,-76.25,0.3651,0.5238,3.249
block,2026-04-21,1355,15051,18,3857,,1,,,,-4.25,15.75,-13.5,-30,0.5686,0.6438,3.5
block,2026-04-21,1355,15102,4,767,,1,,,,0.25,11.25,-24.25,-32.25,0.7953,0.7601,7.034
block,2026-04-21,1355,15130,3,427,,1,,,,4.75,-2.25,-30,-32.25,0.1522,0.4426,5.435
block,2026-04-21,1355,15144,4,325,,1,,,,0.25,-9.5,-45.25,-38.5,0.4523,0.4831,4.402
block,2026-04-21,1355,15149,7,810,,1,,,,-0.25,1,-40.75,-36.25,0.5469,0.04938,0.3261
block,2026-04-21,1355,15185,3,244,,-1,,,,-7.25,10.25,33,31.75,0.2131,0.1311,1.91
block,2026-04-21,1355,15328,3,288,,1,,,,0.5,-18.25,-37.25,-38.25,0.1806,0.1389,1.308
block,2026-04-21,1355,15353,12,2651,,1,,,,-3.75,-27,-41.75,-44,0.7363,0.1052,1.091
block,2026-04-21,1355,15432,3,271,,-1,,,,5.25,3.5,15.25,31.75,0.2768,1,5.066
block,2026-04-21,1355,16064,4,545,,-1,,,,-11.25,-28.5,-24.25,-33.25,0.356,0.7908,0.4386
block,2026-04-21,1355,16644,6,660,,1,,,,5,-9.75,-31,27.5,0.5106,0.4091,0.2759
block,2026-04-21,1355,17311,14,3686,,-1,,,,-0,5,6.25,-50.5,0.7849,0.4574,3.442
block,2026-04-21,1355,17420,3,221,,-1,,,,-2.5,-8.75,-24.25,-56.75,0.4751,0.4389,4.242
block,2026-04-21,1355,17652,3,292,,-1,,,,-9,-3.75,-10.5,-76.75,0.25,0.1918,2.967
block,2026-04-21,1355,19596,5,1492,,1,,,,23.5,26.5,54.5,-86.75,0.4162,0.8499,7.154
block,2026-04-21,1355,19602,24,3035,,1,,,,-13,12.25,26.25,-122.8,0.5578,0.1545,1.412
block,2026-04-21,1355,19644,8,872,,1,,,,-40.5,0.5,6,-132.2,0.5344,0.5642,4.385
block,2026-04-21,1355,19766,5,450,,1,,,,-12.5,13.25,28.75,-117,0.5022,0.4,3.96
block,2026-04-21,1355,20790,15,2497,,-1,,,,-14.75,-9.5,-49,,0.5871,0.1678,4.243
block,2026-04-21,1355,20895,3,417,,-1,,,,7,-27.25,-44.5,,0.5228,0.3957,1.436
block,2026-04-21,1355,21197,4,933,,1,,,,-1.75,13,-5.25,,0.7524,0.5048,4.441
block,2026-04-21,1355,22226,6,654,,-1,,,,1.25,104.5,108,,0.6086,0.5902,3.406
block,2026-04-21,1355,22427,3,408,,-1,,,,71,107.2,76.5,,0.4436,1,8.216
block,2026-04-21,1355,22433,8,853,,-1,,,,57,69.75,63.25,,0.5662,0.05041,3.02
block,2026-04-21,1355,22442,15,2150,,-1,,,,26.75,27.5,33.5,,0.52,0.493,4.476
block,2026-04-21,1355,22463,3,563,,1,,,,-35,-40.5,-38.5,,0.1794,0.6696,7.203
block,2026-04-21,1355,22467,3,191,,1,,,,-43.25,-43.5,-46.25,,0.2723,0.4555,3.087
block,2026-04-21,1355,22488,8,981,,-1,,,,36.75,8.5,6.75,,0.6595,0.4393,3.762
block,2026-04-21,1355,22507,4,396,,1,,,,-34.5,2.5,2.25,,0.2576,0.2778,1.869
block,2026-04-21,1355,22528,3,484,,1,,,,-51.75,-5,6,,0.6529,0.3058,1.574
block,2026-04-21,1355,22539,3,255,,-1,,,,28,-24.5,-35.75,,0.2863,0.5216,4.328
block,2026-04-21,1355,22543,5,604,,1,,,,-33,26.5,37,,0.4156,0.4238,1.18
block,2026-04-21,1355,22549,9,1215,,-1,,,,12.25,-24.25,-41,,0.5103,0.08724,0.612
block,2026-04-21,1355,22565,3,211,,-1,,,,-11.25,-32.75,-55.25,,0.3507,0.673,2.007
block,2026-04-21,1355,22586,3,177,,-1,,,,-22.75,-37.5,-75,,0.3107,0.0452,0.4301
block,2026-04-21,1355,22590,7,687,,-1,,,,-40,-52.25,-84.75,,0.4556,0.5007,0.1843
block,2026-04-21,1355,22599,5,537,,-1,,,,-29.75,-51.25,-81.25,,0.486,0.02793,0.3441
block,2026-04-21,1355,22753,3,217,,1,,,,4.75,-4.25,,,0.3548,1,4.821
block,2026-04-22,1356,3574,3,400,,-1,,,,-10,14.25,-4.75,-9,0.5425,1,2.374
block,2026-04-22,1356,3869,6,903,,-1,,,,-0.25,-26.5,-15.75,-28.75,0.6235,0.3776,2.372
block,2026-04-22,1356,4098,3,437,,1,,,,7.5,21.5,5.75,17.25,0.4394,0.5332,3.245
block,2026-04-22,1356,7273,3,1070,,1,,,,-0.75,-0.75,-20.25,-11.5,0.4486,0.4037,0.7045
block,2026-04-22,1356,10908,3,307,,-1,,,,3.25,-4,0.5,-55.75,0.3192,1,2.305
block,2026-04-22,1356,11696,3,842,,-1,,,,-0,-6.25,-4.5,-71.5,0.7387,0.6627,5.995
block,2026-04-22,1356,12805,7,997,,1,,,,1.5,12.75,42.25,45.75,0.345,0.2317,1.949
block,2026-04-22,1356,13338,5,496,,1,,,,3.25,4,15.75,2.75,0.3488,0.7823,1.426
block,2026-04-22,1356,13345,8,1151,,1,,,,-1.5,-1.25,12.25,3.5,0.5873,0.5639,0.5198
block,2026-04-22,1356,15582,5,1162,,1,,,,-7.25,5.25,-1,-4.5,0.5052,0.5232,3.786
block,2026-04-22,1356,15605,3,234,,-1,,,,-4,-13,-6,0.75,0.406,0.2564,1.384
block,2026-04-22,1356,15617,3,376,,1,,,,-0.5,9.25,4,-4,0.5027,0.005319,1.384
block,2026-04-22,1356,17644,4,332,,-1,,,,-1.75,-8,-9.25,-55,0.5663,1,2.532
block,2026-04-22,1356,19922,5,914,,-1,,,,12.25,2.25,-36.5,-82.75,0.4781,0.7637,4.554
block,2026-04-22,1356,20940,3,204,,1,,,,-4.25,17,13.25,,0.3529,1,2.521
block,2026-04-22,1356,22920,4,1404,,1,,,,16,22,,,0.6952,0.3134,1.527
block,2026-04-23,1357,4230,3,314,,-1,,,,10.25,16,-36.75,-97.75,0.2771,0.4395,0.6581
block,2026-04-23,1357,5390,3,469,,1,,,,-7.5,-2.25,24.25,-24,0.2175,1,1.833
block,2026-04-23,1357,8331,3,261,,1,,,,14.25,-6,7,16.5,0.4215,0.1571,0.5106
block,2026-04-23,1357,8884,4,435,,1,,,,5.5,2.5,-29.75,7.75,0.5241,0.04828,0.5674
block,2026-04-23,1357,12628,4,503,,-1,,,,-2,54,156,227,0.4354,0.3439,4.509
block,2026-04-23,1357,12633,4,350,,1,,,,6.5,-57.25,-157.8,-219.5,0.4429,0.1143,0.6442
block,2026-04-23,1357,12811,27,4767,,-1,,,,-13.5,27.25,125.2,112.5,0.5188,0.5053,3.556
block,2026-04-23,1357,12839,4,457,,1,,,,2,-41.25,-148.5,-121,0.6346,0.09409,1.591
block,2026-04-23,1357,12845,3,342,,-1,,,,-16.5,22.25,133,107.5,0.5351,0.07018,2.402
block,2026-04-23,1357,12853,5,506,,-1,,,,-7.25,38,144.5,121,0.2332,0.2016,0.5543
block,2026-04-23,1357,12907,3,290,,-1,,,,-2.75,41,147.8,125.8,0.3172,0.3655,1.648
block,2026-04-23,1357,12919,4,558,,-1,,,,-0.75,41.25,140.2,111.8,0.5215,1,4.286
block,2026-04-23,1357,12995,4,385,,-1,,,,30.75,48.5,148.8,108.2,0.7221,0.2675,1.617
block,2026-04-23,1357,13052,7,936,,-1,,,,-6,46.25,110.8,80.25,0.64,0.438,2.795
